Subject;Session;SACondition;"SACondition(1=ACC; 0 = SPD)";TrialNum;Difficulty(1 hard to 6 easiest);"ProbeChoice.ACC (0 = wrong; 1 = correct)";ProbeChoice.RT;ProbeConf.RESP;ConfResp;ProbeConf.RT
1;1;Accuracy;1;1;5;1;1558;d;50;1284
1;1;Accuracy;1;2;5;1;1223;f;60;1460
1;1;Accuracy;1;3;5;1;2070;k;100;2308
1;1;Accuracy;1;4;6;1;1334;h;80;2516
1;1;Accuracy;1;5;4;1;981;j;90;2676
1;1;Accuracy;1;6;4;1;1175;h;80;1732
1;1;Accuracy;1;7;1;1;1463;f;60;1156
1;1;Accuracy;1;8;5;1;1303;d;50;1412
1;1;Accuracy;1;9;2;0;1303;f;60;1780
1;1;Accuracy;1;10;3;0;1703;d;50;1140
1;1;Accuracy;1;11;6;1;887;j;90;1092
1;1;Accuracy;1;12;6;1;1318;k;100;1636
1;1;Accuracy;1;13;3;0;823;j;90;1268
1;1;Accuracy;1;14;3;1;887;g;70;1188
1;1;Accuracy;1;15;5;1;807;k;100;932
1;1;Accuracy;1;16;1;0;999;j;90;2404
1;1;Accuracy;1;17;1;1;1015;f;60;1060
1;1;Accuracy;1;18;5;1;759;d;50;1108
1;1;Accuracy;1;19;3;1;1286;g;70;1348
1;1;Accuracy;1;20;6;1;1191;h;80;1828
1;1;Accuracy;1;21;5;1;1719;h;80;2164
1;1;Accuracy;1;22;3;1;2199;j;90;388
1;1;Accuracy;1;23;6;1;1367;k;100;580
1;1;Accuracy;1;24;6;1;1863;j;90;1220
1;1;Accuracy;1;25;2;1;2679;d;50;1828
1;1;Accuracy;1;26;3;1;1367;k;100;1684
1;1;Accuracy;1;27;4;1;743;k;100;964
1;1;Accuracy;1;28;2;0;2119;k;100;356
1;1;Accuracy;1;29;1;0;855;k;100;1604
1;1;Accuracy;1;30;6;1;1223;k;100;1364
1;1;Accuracy;1;31;2;1;1367;h;80;1043
1;1;Accuracy;1;32;1;1;1143;h;80;1636
1;1;Accuracy;1;33;2;1;1047;j;90;820
1;1;Accuracy;1;34;4;0;1559;d;50;1107
1;1;Accuracy;1;35;3;1;1463;j;90;1412
1;1;Accuracy;1;36;2;1;1047;k;100;772
1;1;Accuracy;1;37;1;1;1447;h;80;980
1;1;Accuracy;1;38;6;1;919;k;100;644
1;1;Accuracy;1;39;2;0;2583;d;50;1187
1;1;Accuracy;1;40;3;1;2391;d;50;1268
1;1;Accuracy;1;41;5;1;1623;f;60;1396
1;1;Accuracy;1;42;4;1;839;k;100;1172
1;1;Accuracy;1;43;6;1;983;k;100;596
1;1;Accuracy;1;44;1;1;999;d;50;1076
1;1;Accuracy;1;45;4;1;1719;f;60;1716
1;1;Accuracy;1;46;4;1;823;k;100;1204
1;1;Accuracy;1;47;1;1;1623;d;50;964
1;1;Accuracy;1;48;6;1;967;j;90;1188
1;1;Accuracy;1;49;6;1;1447;h;80;3172
1;1;Accuracy;1;50;1;0;1959;d;50;1044
1;1;Accuracy;1;51;3;1;999;j;90;1348
1;1;Accuracy;1;52;1;1;1399;d;50;1060
1;1;Accuracy;1;53;4;1;1783;d;50;1460
1;1;Accuracy;1;54;4;1;1095;d;50;1108
1;1;Accuracy;1;55;3;0;2103;d;50;948
1;1;Accuracy;1;56;2;1;1783;d;50;1347
1;1;Accuracy;1;57;2;1;1911;d;50;1076
1;1;Accuracy;1;58;5;1;1031;k;100;980
1;1;Accuracy;1;59;4;1;855;k;100;724
1;1;Accuracy;1;60;1;0;1671;d;50;1140
1;1;Accuracy;1;61;6;1;1623;d;50;1492
1;1;Accuracy;1;62;2;1;1895;d;50;436
1;1;Accuracy;1;63;4;0;2183;d;50;340
1;1;Accuracy;1;64;2;1;1031;d;50;580
1;1;Accuracy;1;65;5;1;1831;d;50;404
1;1;Accuracy;1;66;2;0;1383;f;60;1476
1;1;Accuracy;1;67;1;1;983;f;60;1092
1;1;Accuracy;1;68;5;1;1943;j;90;1124
1;1;Accuracy;1;69;5;1;727;j;90;3492
1;1;Accuracy;1;70;3;0;1207;f;60;580
1;1;Accuracy;1;71;3;1;759;h;80;1028
1;1;Accuracy;1;72;4;0;2551;d;50;1684
1;1;Speed;0;1;1;0;167;d;50;1252
1;1;Speed;0;2;5;0;135;d;50;820
1;1;Speed;0;3;5;1;183;d;50;644
1;1;Speed;0;4;6;0;1095;d;50;996
1;1;Speed;0;5;5;0;263;d;50;1236
1;1;Speed;0;6;3;1;343;d;50;1348
1;1;Speed;0;7;5;0;839;d;50;756
1;1;Speed;0;8;3;0;167;f;60;1460
1;1;Speed;0;9;2;1;199;g;70;580
1;1;Speed;0;10;1;0;1591;f;60;692
1;1;Speed;0;11;1;0;151;d;50;1476
1;1;Speed;0;12;6;1;183;f;60;372
1;1;Speed;0;13;5;1;615;f;60;532
1;1;Speed;0;14;1;1;391;d;50;644
1;1;Speed;0;15;4;1;2199;d;50;788
1;1;Speed;0;16;6;1;183;d;50;420
1;1;Speed;0;17;4;0;151;d;50;212
1;1;Speed;0;18;4;1;167;d;50;196
1;1;Speed;0;19;3;0;151;f;60;468
1;1;Speed;0;20;3;1;135;f;60;228
1;1;Speed;0;21;3;1;151;d;50;212
1;1;Speed;0;22;2;1;1127;f;60;1380
1;1;Speed;0;23;2;1;183;f;60;436
1;1;Speed;0;24;6;1;775;f;60;356
1;1;Speed;0;25;1;0;167;f;60;276
1;1;Speed;0;26;1;1;167;f;60;228
1;1;Speed;0;27;2;1;215;f;60;276
1;1;Speed;0;28;5;0;199;f;60;292
1;1;Speed;0;29;3;1;167;d;50;260
1;1;Speed;0;30;5;0;167;d;50;212
1;1;Speed;0;31;3;0;183;f;60;212
1;1;Speed;0;32;6;1;183;f;60;244
1;1;Speed;0;33;4;0;183;f;60;356
1;1;Speed;0;34;1;1;183;d;50;244
1;1;Speed;0;35;6;0;167;d;50;260
1;1;Speed;0;36;6;0;183;g;70;308
1;1;Speed;0;37;4;0;311;f;60;1316
1;1;Speed;0;38;1;0;215;k;100;3252
1;1;Speed;0;39;2;1;199;g;70;2164
1;1;Speed;0;40;3;1;183;h;80;4276
1;1;Speed;0;41;2;1;743;h;80;532
1;1;Speed;0;42;4;1;167;f;60;244
1;1;Speed;0;43;6;0;183;g;70;260
1;1;Speed;0;44;2;1;151;g;70;212
1;1;Speed;0;45;3;1;615;f;60;372
1;1;Speed;0;46;2;1;295;f;60;244
1;1;Speed;0;47;2;0;151;f;60;196
1;1;Speed;0;48;6;1;183;f;60;404
1;1;Speed;0;49;6;1;183;f;60;228
1;1;Speed;0;50;2;0;1143;f;60;308
1;1;Speed;0;51;5;1;199;g;70;228
1;1;Speed;0;52;2;0;663;f;60;340
1;1;Speed;0;53;2;1;183;f;60;228
1;1;Speed;0;54;4;1;199;f;60;244
1;1;Speed;0;55;4;1;199;d;50;228
1;1;Speed;0;56;1;0;183;d;50;308
1;1;Speed;0;57;6;1;183;f;60;356
1;1;Speed;0;58;6;1;231;f;60;356
1;1;Speed;0;59;1;1;199;f;60;260
1;1;Speed;0;60;5;1;951;f;60;308
1;1;Speed;0;61;4;0;407;f;60;356
1;1;Speed;0;62;1;0;487;f;60;324
1;1;Speed;0;63;5;0;231;g;70;260
1;1;Speed;0;64;3;1;247;f;60;372
1;1;Speed;0;65;4;0;263;d;50;324
1;1;Speed;0;66;5;0;263;f;60;404
1;1;Speed;0;67;1;1;279;f;60;276
1;1;Speed;0;68;3;1;247;f;60;292
1;1;Speed;0;69;4;0;263;f;60;468
1;1;Speed;0;70;5;1;231;f;60;260
1;1;Speed;0;71;4;1;199;g;70;595
1;1;Speed;0;72;3;0;327;f;60;356
1;1;Accuracy;1;1;1;1;1207;h;80;1364
1;1;Accuracy;1;2;6;1;999;k;100;1252
1;1;Accuracy;1;3;5;1;983;k;100;948
1;1;Accuracy;1;4;6;1;1527;k;100;916
1;1;Accuracy;1;5;4;1;855;k;100;1236
1;1;Accuracy;1;6;2;0;1591;g;70;915
1;1;Accuracy;1;7;2;1;1431;f;60;1972
1;1;Accuracy;1;8;1;0;1399;f;60;1188
1;1;Accuracy;1;9;1;1;967;g;70;1188
1;1;Accuracy;1;10;2;0;839;d;50;1284
1;1;Accuracy;1;11;2;1;519;k;100;868
1;1;Accuracy;1;12;2;1;951;k;100;468
1;1;Accuracy;1;13;5;1;999;k;100;1092
1;1;Accuracy;1;14;1;1;1959;d;50;1076
1;1;Accuracy;1;15;4;1;983;k;100;3748
1;1;Accuracy;1;16;6;1;727;k;100;804
1;1;Accuracy;1;17;5;1;839;k;100;1044
1;1;Accuracy;1;18;3;1;1175;k;100;1092
1;1;Accuracy;1;19;5;1;663;k;100;643
1;1;Accuracy;1;20;3;1;1239;k;100;500
1;1;Accuracy;1;21;3;0;2551;d;50;772
1;1;Accuracy;1;22;3;1;1143;f;60;1044
1;1;Accuracy;1;23;3;0;1431;d;50;660
1;1;Accuracy;1;24;2;1;743;h;80;1028
1;1;Accuracy;1;25;1;0;1143;f;60;1652
1;1;Accuracy;1;26;2;1;807;d;50;1460
1;1;Accuracy;1;27;1;1;999;d;50;484
1;1;Accuracy;1;28;6;1;1287;d;50;564
1;1;Accuracy;1;29;6;1;1575;g;70;3011
1;1;Accuracy;1;30;2;0;1687;d;50;3572
1;1;Accuracy;1;31;4;1;2871;f;60;1668
1;1;Accuracy;1;32;4;1;951;k;100;1652
1;1;Accuracy;1;33;1;0;1623;d;50;468
1;1;Accuracy;1;34;1;1;2887;d;50;884
1;1;Accuracy;1;35;4;1;1175;g;70;916
1;1;Accuracy;1;36;4;1;599;h;80;1252
1;1;Accuracy;1;37;4;1;3431;d;50;948
1;1;Accuracy;1;38;1;1;807;d;50;692
1;1;Accuracy;1;39;4;1;5415;h;80;1220
1;1;Accuracy;1;40;6;0;3799;d;50;1364
1;1;Accuracy;1;41;3;1;1271;g;70;1748
1;1;Accuracy;1;42;3;1;1111;h;80;1684
1;1;Accuracy;1;43;4;1;1847;h;80;2180
1;1;Accuracy;1;44;2;1;663;j;90;1748
1;1;Accuracy;1;45;3;1;967;j;90;644
1;1;Accuracy;1;46;4;1;1223;f;60;1204
1;1;Accuracy;1;47;5;1;2311;g;70;3364
1;1;Accuracy;1;48;5;1;599;k;100;964
1;1;Accuracy;1;49;3;1;1511;f;60;948
1;1;Accuracy;1;50;3;1;1175;k;100;692
1;1;Accuracy;1;51;3;0;1799;d;50;1012
1;1;Accuracy;1;52;6;1;1271;k;100;404
1;1;Accuracy;1;53;3;0;1095;k;100;740
1;1;Accuracy;1;54;2;0;919;f;60;1204
1;1;Accuracy;1;55;5;1;1063;k;100;1060
1;1;Accuracy;1;56;6;1;695;k;100;1140
1;1;Accuracy;1;57;5;1;1095;k;100;676
1;1;Accuracy;1;58;6;1;791;h;80;1668
1;1;Accuracy;1;59;5;1;887;k;100;836
1;1;Accuracy;1;60;6;1;1575;k;100;1427
1;1;Accuracy;1;61;1;0;1975;d;50;1236
1;1;Accuracy;1;62;1;0;3815;f;60;1156
1;1;Accuracy;1;63;2;1;1863;f;60;804
1;1;Accuracy;1;64;1;1;1991;g;70;500
1;1;Accuracy;1;65;4;0;2743;d;50;1988
1;1;Accuracy;1;66;5;1;3959;k;100;4932
1;1;Accuracy;1;67;6;1;951;k;100;884
1;1;Accuracy;1;68;2;1;1863;d;50;436
1;1;Accuracy;1;69;4;1;903;h;80;980
1;1;Accuracy;1;70;5;1;791;k;100;724
1;1;Accuracy;1;71;5;1;2695;k;100;788
1;1;Accuracy;1;72;6;1;1175;k;100;388
1;1;Speed;0;1;2;0;279;d;50;3396
1;1;Speed;0;2;5;0;327;d;50;2756
1;1;Speed;0;3;6;1;1159;d;50;2404
1;1;Speed;0;4;3;0;215;d;50;1396
1;1;Speed;0;5;6;0;215;d;50;1284
1;1;Speed;0;6;3;1;183;d;50;788
1;1;Speed;0;7;5;0;199;d;50;227
1;1;Speed;0;8;3;1;199;d;50;739
1;1;Speed;0;9;6;1;183;d;50;292
1;1;Speed;0;10;4;0;215;d;50;532
1;1;Speed;0;11;5;0;167;d;50;324
1;1;Speed;0;12;2;0;199;d;50;452
1;1;Speed;0;13;3;1;183;d;50;628
1;1;Speed;0;14;1;0;183;d;50;644
1;1;Speed;0;15;1;1;183;d;50;244
1;1;Speed;0;16;4;1;167;d;50;324
1;1;Speed;0;17;5;0;1175;g;70;436
1;1;Speed;0;18;1;1;183;g;70;196
1;1;Speed;0;19;6;0;199;g;70;228
1;1;Speed;0;20;1;1;231;g;70;228
1;1;Speed;0;21;2;0;247;h;80;244
1;1;Speed;0;22;5;1;167;g;70;228
1;1;Speed;0;23;2;0;199;d;50;276
1;1;Speed;0;24;3;1;183;d;50;228
1;1;Speed;0;25;5;1;167;d;50;228
1;1;Speed;0;26;3;0;183;d;50;196
1;1;Speed;0;27;3;0;1143;f;60;244
1;1;Speed;0;28;1;1;183;d;50;324
1;1;Speed;0;29;2;0;167;d;50;276
1;1;Speed;0;30;2;0;183;d;50;324
1;1;Speed;0;31;3;1;231;d;50;260
1;1;Speed;0;32;5;0;167;d;50;244
1;1;Speed;0;33;5;0;199;d;50;420
1;1;Speed;0;34;4;0;167;d;50;196
1;1;Speed;0;35;1;1;183;d;50;244
1;1;Speed;0;36;6;0;183;d;50;228
1;1;Speed;0;37;5;1;215;d;50;228
1;1;Speed;0;38;6;0;151;d;50;308
1;1;Speed;0;39;1;1;183;d;50;292
1;1;Speed;0;40;4;0;167;d;50;292
1;1;Speed;0;41;4;1;183;d;50;628
1;1;Speed;0;42;1;0;199;d;50;308
1;1;Speed;0;43;2;1;183;d;50;292
1;1;Speed;0;44;4;1;183;d;50;276
1;1;Speed;0;45;4;0;439;d;50;404
1;1;Speed;0;46;1;1;167;d;50;404
1;1;Speed;0;47;1;0;183;d;50;228
1;1;Speed;0;48;2;1;375;d;50;740
1;1;Speed;0;49;6;1;151;d;50;276
1;1;Speed;0;50;5;0;199;d;50;276
1;1;Speed;0;51;3;0;231;d;50;308
1;1;Speed;0;52;2;1;231;d;50;772
1;1;Speed;0;53;3;0;311;d;50;548
1;1;Speed;0;54;2;0;343;f;60;692
1;1;Speed;0;55;3;0;215;d;50;676
1;1;Speed;0;56;4;1;215;d;50;308
1;1;Speed;0;57;4;1;247;f;60;548
1;1;Speed;0;58;2;0;199;d;50;292
1;1;Speed;0;59;1;1;247;d;50;1300
1;1;Speed;0;60;2;1;215;d;50;276
1;1;Speed;0;61;6;0;199;d;50;276
1;1;Speed;0;62;4;1;183;d;50;228
1;1;Speed;0;63;1;0;183;d;50;404
1;1;Speed;0;64;6;0;199;d;50;292
1;1;Speed;0;65;6;1;263;d;50;292
1;1;Speed;0;66;3;1;199;d;50;292
1;1;Speed;0;67;4;1;199;f;60;276
1;1;Speed;0;68;6;0;759;d;50;324
1;1;Speed;0;69;4;1;935;f;60;804
1;1;Speed;0;70;6;0;199;d;50;292
1;1;Speed;0;71;5;1;215;f;60;276
1;1;Speed;0;72;5;1;247;d;50;276
1;1;Accuracy;1;1;6;1;1511;k;100;1124
1;1;Accuracy;1;2;6;1;1767;k;100;516
1;1;Accuracy;1;3;4;1;535;k;100;340
1;1;Accuracy;1;4;3;1;1079;k;100;324
1;1;Accuracy;1;5;3;1;1351;k;100;388
1;1;Accuracy;1;6;1;1;1415;f;60;1044
1;1;Accuracy;1;7;6;1;759;h;80;2852
1;1;Accuracy;1;8;2;0;1927;f;60;820
1;1;Accuracy;1;9;3;1;1399;g;70;1188
1;1;Accuracy;1;10;5;1;1559;j;90;1108
1;1;Accuracy;1;11;2;1;2903;j;90;740
1;1;Accuracy;1;12;1;0;3831;j;90;1972
1;1;Accuracy;1;13;6;1;1463;j;90;1299
1;1;Accuracy;1;14;2;0;967;j;90;1140
1;1;Accuracy;1;15;4;1;1399;h;80;1620
1;1;Accuracy;1;16;4;1;775;j;90;564
1;1;Accuracy;1;17;3;0;1127;d;50;964
1;1;Accuracy;1;18;6;1;871;d;50;1316
1;1;Accuracy;1;19;3;1;1543;h;80;836
1;1;Accuracy;1;20;2;1;1335;f;60;4372
1;1;Accuracy;1;21;1;1;1303;d;50;916
1;1;Accuracy;1;22;2;1;727;g;70;3284
1;1;Accuracy;1;23;4;0;983;d;50;980
1;1;Accuracy;1;24;6;1;1431;j;90;1748
1;1;Accuracy;1;25;5;1;679;j;90;900
1;1;Accuracy;1;26;2;1;1239;g;70;1508
1;1;Accuracy;1;27;4;1;855;j;90;580
1;1;Accuracy;1;28;6;1;743;j;90;564
1;1;Accuracy;1;29;5;0;759;j;90;788
1;1;Accuracy;1;30;6;1;823;j;90;484
1;1;Accuracy;1;31;5;1;1767;j;90;1124
1;1;Accuracy;1;32;1;1;2823;f;60;1412
1;1;Accuracy;1;33;3;1;711;h;80;1348
1;1;Accuracy;1;34;3;1;615;f;60;660
1;1;Accuracy;1;35;4;1;2503;d;50;1924
1;1;Accuracy;1;36;5;1;1543;f;60;595
1;1;Accuracy;1;37;5;1;823;f;60;644
1;1;Accuracy;1;38;3;1;679;f;60;580
1;1;Accuracy;1;39;6;1;791;k;100;1076
1;1;Accuracy;1;40;1;1;1303;f;60;1060
1;1;Accuracy;1;41;2;0;1143;g;70;1651
1;1;Accuracy;1;42;3;1;1383;j;90;1796
1;1;Accuracy;1;43;3;1;2375;f;60;4419
1;1;Accuracy;1;44;3;1;807;f;60;1060
1;1;Accuracy;1;45;1;0;1447;f;60;1460
1;1;Accuracy;1;46;4;1;887;f;60;979
1;1;Accuracy;1;47;4;1;695;g;70;1204
1;1;Accuracy;1;48;2;1;1143;h;80;692
1;1;Accuracy;1;49;6;1;823;j;90;964
1;1;Accuracy;1;50;4;1;3095;j;90;755
1;1;Accuracy;1;51;5;1;951;g;70;1460
1;1;Accuracy;1;52;1;0;3399;f;60;1396
1;1;Accuracy;1;53;2;1;903;g;70;1779
1;1;Accuracy;1;54;5;1;2423;f;60;3155
1;1;Accuracy;1;55;2;1;791;h;80;804
1;1;Accuracy;1;56;4;1;567;h;80;1220
1;1;Accuracy;1;57;1;1;903;d;50;2564
1;1;Accuracy;1;58;2;0;823;h;80;740
1;1;Accuracy;1;59;2;1;1943;j;90;707
1;1;Accuracy;1;60;1;0;1879;d;50;932
1;1;Accuracy;1;61;6;1;823;k;100;740
1;1;Accuracy;1;62;1;0;1495;k;100;1059
1;1;Accuracy;1;63;4;1;1015;k;100;916
1;1;Accuracy;1;64;5;1;1271;k;100;948
1;1;Accuracy;1;65;6;1;1319;k;100;532
1;1;Accuracy;1;66;3;1;1143;d;50;820
1;1;Accuracy;1;67;5;1;919;j;90;788
1;1;Accuracy;1;68;5;1;727;j;90;884
1;1;Accuracy;1;69;1;1;1223;d;50;1044
1;1;Accuracy;1;70;5;0;1527;d;50;2516
1;1;Accuracy;1;71;1;1;503;h;80;3332
1;1;Accuracy;1;72;4;1;1095;h;80;1028
1;1;Speed;0;1;5;1;567;h;80;1876
1;1;Speed;0;2;2;0;231;g;70;740
1;1;Speed;0;3;1;0;263;f;60;244
1;1;Speed;0;4;4;0;263;g;70;596
1;1;Speed;0;5;6;0;199;g;70;244
1;1;Speed;0;6;6;1;231;f;60;420
1;1;Speed;0;7;3;1;231;f;60;244
1;1;Speed;0;8;6;1;199;f;60;308
1;1;Speed;0;9;1;1;199;f;60;260
1;1;Speed;0;10;2;0;215;f;60;324
1;1;Speed;0;11;4;1;375;f;60;500
1;1;Speed;0;12;5;1;183;f;60;244
1;1;Speed;0;13;2;1;231;f;60;324
1;1;Speed;0;14;4;0;199;f;60;292
1;1;Speed;0;15;1;0;231;f;60;260
1;1;Speed;0;16;4;0;215;f;60;324
1;1;Speed;0;17;2;0;215;f;60;276
1;1;Speed;0;18;1;1;215;f;60;244
1;1;Speed;0;19;6;1;215;d;50;372
1;1;Speed;0;20;1;1;215;d;50;307
1;1;Speed;0;21;3;1;183;f;60;308
1;1;Speed;0;22;3;0;183;g;70;372
1;1;Speed;0;23;5;0;183;f;60;244
1;1;Speed;0;24;6;1;279;f;60;292
1;1;Speed;0;25;1;0;199;f;60;244
1;1;Speed;0;26;3;0;183;f;60;324
1;1;Speed;0;27;1;0;167;f;60;228
1;1;Speed;0;28;6;1;231;f;60;228
1;1;Speed;0;29;2;1;183;f;60;212
1;1;Speed;0;30;6;1;215;f;60;244
1;1;Speed;0;31;3;0;199;f;60;228
1;1;Speed;0;32;4;1;199;f;60;308
1;1;Speed;0;33;1;1;183;f;60;260
1;1;Speed;0;34;1;0;215;f;60;276
1;1;Speed;0;35;2;0;199;f;60;260
1;1;Speed;0;36;6;1;199;f;60;516
1;1;Speed;0;37;5;0;215;f;60;260
1;1;Speed;0;38;6;0;183;f;60;436
1;1;Speed;0;39;4;0;199;f;60;308
1;1;Speed;0;40;3;0;263;f;60;420
1;1;Speed;0;41;3;1;199;d;50;1140
1;1;Speed;0;42;2;1;455;d;50;260
1;1;Speed;0;43;5;0;183;d;50;276
1;1;Speed;0;44;2;1;199;d;50;260
1;1;Speed;0;45;6;1;199;d;50;260
1;1;Speed;0;46;4;1;183;d;50;276
1;1;Speed;0;47;2;1;247;d;50;548
1;1;Speed;0;48;1;0;391;d;50;292
1;1;Speed;0;49;5;0;199;d;50;244
1;1;Speed;0;50;3;0;199;d;50;340
1;1;Speed;0;51;5;0;199;d;50;276
1;1;Speed;0;52;1;1;183;d;50;292
1;1;Speed;0;53;6;1;199;d;50;1556
1;1;Speed;0;54;5;0;167;f;60;228
1;1;Speed;0;55;5;0;167;d;50;308
1;1;Speed;0;56;5;0;183;f;60;244
1;1;Speed;0;57;4;0;167;d;50;356
1;1;Speed;0;58;5;0;199;f;60;564
1;1;Speed;0;59;3;0;167;d;50;308
1;1;Speed;0;60;4;1;183;d;50;340
1;1;Speed;0;61;5;1;183;d;50;532
1;1;Speed;0;62;4;1;183;d;50;308
1;1;Speed;0;63;2;1;183;f;60;260
1;1;Speed;0;64;4;1;199;d;50;260
1;1;Speed;0;65;2;0;279;d;50;740
1;1;Speed;0;66;3;1;183;d;50;244
1;1;Speed;0;67;3;1;231;f;60;324
1;1;Speed;0;68;2;0;231;d;50;228
1;1;Speed;0;69;4;1;359;f;60;308
1;1;Speed;0;70;6;0;215;d;50;228
1;1;Speed;0;71;1;1;247;d;50;996
1;1;Speed;0;72;3;0;183;d;50;260
1;1;Accuracy;1;1;5;1;1063;k;100;948
1;1;Accuracy;1;2;5;1;999;k;100;564
1;1;Accuracy;1;3;6;1;775;k;100;323
1;1;Accuracy;1;4;2;1;1703;k;100;516
1;1;Accuracy;1;5;6;1;631;k;100;516
1;1;Accuracy;1;6;5;1;935;k;100;1252
1;1;Accuracy;1;7;3;1;1127;k;100;820
1;1;Accuracy;1;8;1;0;1351;f;60;1444
1;1;Accuracy;1;9;6;1;647;k;100;420
1;1;Accuracy;1;10;4;1;599;k;100;388
1;1;Accuracy;1;11;1;1;983;k;100;324
1;1;Accuracy;1;12;6;0;471;d;50;3428
1;1;Accuracy;1;13;6;1;647;k;100;452
1;1;Accuracy;1;14;5;1;759;k;100;324
1;1;Accuracy;1;15;1;0;1239;d;50;963
1;1;Accuracy;1;16;2;0;968;k;100;2099
1;1;Accuracy;1;17;4;1;1191;j;90;900
1;1;Accuracy;1;18;2;1;1799;h;80;1619
1;1;Accuracy;1;19;5;1;599;k;100;708
1;1;Accuracy;1;20;1;0;1383;k;100;260
1;1;Accuracy;1;21;1;0;967;g;70;2868
1;1;Accuracy;1;22;5;1;1719;g;70;996
1;1;Accuracy;1;23;5;1;999;f;60;1364
1;1;Accuracy;1;24;2;0;2151;g;70;1219
1;1;Accuracy;1;25;3;1;999;g;70;1076
1;1;Accuracy;1;26;1;1;1751;d;50;884
1;1;Accuracy;1;27;6;1;759;k;100;612
1;1;Accuracy;1;28;6;1;1239;k;100;532
1;1;Accuracy;1;29;4;1;1959;k;100;771
1;1;Accuracy;1;30;3;1;1735;d;50;611
1;1;Accuracy;1;31;1;0;1223;d;50;900
1;1;Accuracy;1;32;6;1;1527;k;100;1732
1;1;Accuracy;1;33;4;1;1783;k;100;1987
1;1;Accuracy;1;34;3;1;903;f;60;1059
1;1;Accuracy;1;35;1;1;4615;d;50;996
1;1;Accuracy;1;36;3;0;1207;d;50;931
1;1;Accuracy;1;37;4;1;983;d;50;2659
1;1;Accuracy;1;38;3;1;1671;f;60;2211
1;1;Accuracy;1;39;5;1;839;h;80;1364
1;1;Accuracy;1;40;2;1;1287;d;50;788
1;1;Accuracy;1;41;5;1;983;f;60;707
1;1;Accuracy;1;42;4;1;1447;f;60;979
1;1;Accuracy;1;43;6;1;647;g;70;1124
1;1;Accuracy;1;44;6;1;807;g;70;5204
1;1;Accuracy;1;45;1;1;823;h;80;803
1;1;Accuracy;1;46;3;1;1367;f;60;1236
1;1;Accuracy;1;47;3;1;583;d;50;580
1;1;Accuracy;1;48;2;1;4903;f;60;1092
1;1;Accuracy;1;49;2;1;615;d;50;1124
1;1;Accuracy;1;50;4;1;1623;k;100;1012
1;1;Accuracy;1;51;2;0;2439;j;90;1524
1;1;Accuracy;1;52;4;1;695;g;70;1220
1;1;Accuracy;1;53;4;1;1207;j;90;772
1;1;Accuracy;1;54;4;1;567;j;90;3300
1;1;Accuracy;1;55;2;1;1527;j;90;1459
1;1;Accuracy;1;56;3;1;1207;j;90;836
1;1;Accuracy;1;57;4;1;711;k;100;596
1;1;Accuracy;1;58;2;1;1015;f;60;1331
1;1;Accuracy;1;59;6;1;839;j;90;708
1;1;Accuracy;1;60;5;1;583;j;90;500
1;1;Accuracy;1;61;2;1;695;h;80;1156
1;1;Accuracy;1;62;6;1;727;j;90;884
1;1;Accuracy;1;63;3;1;759;k;100;468
1;1;Accuracy;1;64;5;1;711;j;90;1955
1;1;Accuracy;1;65;3;1;2231;h;80;1699
1;1;Accuracy;1;66;2;0;1351;d;50;804
1;1;Accuracy;1;67;1;1;2503;f;60;1620
1;1;Accuracy;1;68;3;1;743;h;80;1028
1;1;Accuracy;1;69;1;0;1111;d;50;1012
1;1;Accuracy;1;70;1;0;2391;d;50;6724
1;1;Accuracy;1;71;4;1;3783;d;50;1107
1;1;Accuracy;1;72;5;1;1127;d;50;515
1;1;Speed;0;1;1;0;359;g;70;516
1;1;Speed;0;2;2;1;263;f;60;228
1;1;Speed;0;3;2;1;327;f;60;324
1;1;Speed;0;4;6;1;215;f;60;244
1;1;Speed;0;5;1;1;215;f;60;292
1;1;Speed;0;6;2;1;327;f;60;276
1;1;Speed;0;7;1;0;215;f;60;260
1;1;Speed;0;8;4;1;215;f;60;276
1;1;Speed;0;9;4;0;231;f;60;228
1;1;Speed;0;10;6;1;215;f;60;212
1;1;Speed;0;11;2;1;247;f;60;420
1;1;Speed;0;12;6;0;183;f;60;244
1;1;Speed;0;13;3;0;359;f;60;612
1;1;Speed;0;14;1;1;199;f;60;500
1;1;Speed;0;15;1;0;199;f;60;292
1;1;Speed;0;16;6;0;199;d;50;292
1;1;Speed;0;17;4;1;199;d;50;740
1;1;Speed;0;18;5;1;327;d;50;276
1;1;Speed;0;19;6;1;199;d;50;276
1;1;Speed;0;20;6;1;215;d;50;484
1;1;Speed;0;21;1;1;199;d;50;276
1;1;Speed;0;22;4;1;215;d;50;276
1;1;Speed;0;23;4;1;215;d;50;356
1;1;Speed;0;24;1;1;199;d;50;260
1;1;Speed;0;25;5;0;183;d;50;228
1;1;Speed;0;26;5;1;455;d;50;612
1;1;Speed;0;27;5;1;279;d;50;292
1;1;Speed;0;28;1;0;215;d;50;244
1;1;Speed;0;29;3;0;247;d;50;580
1;1;Speed;0;30;6;0;1143;d;50;612
1;1;Speed;0;31;2;0;247;d;50;436
1;1;Speed;0;32;5;0;791;f;60;1652
1;1;Speed;0;33;3;1;247;d;50;292
1;1;Speed;0;34;1;0;231;d;50;228
