Subject;Session;SACondition;"SACondition(1=ACC; 0 = SPD)";TrialNum;Difficulty(1 hard to 6 easiest);"ProbeChoice.ACC (0 = wrong; 1 = correct)";ProbeChoice.RT;ProbeConf.RESP;ConfResp;ProbeConf.RT
1;3;Speed;0;51;4;0;568;d;50;1493
1;3;Speed;0;52;1;1;648;g;70;2981
1;3;Speed;0;53;4;1;888;h;80;1797
1;3;Speed;0;54;4;1;392;f;60;1077
1;3;Speed;0;55;4;1;584;h;80;2197
1;3;Speed;0;56;2;0;664;d;50;1013
1;3;Speed;0;57;6;0;632;d;50;805
1;3;Speed;0;58;1;1;984;d;50;2837
1;3;Speed;0;59;4;1;408;k;100;469
1;3;Speed;0;60;4;1;567;k;100;405
1;3;Speed;0;61;1;0;792;d;50;629
1;3;Speed;0;62;2;1;600;d;50;389
1;3;Speed;0;63;1;1;488;d;50;1429
1;3;Speed;0;64;3;1;744;d;50;421
1;3;Speed;0;65;6;1;520;d;50;325
1;3;Speed;0;66;6;1;520;k;100;853
1;3;Speed;0;67;2;0;808;d;50;325
1;3;Speed;0;68;3;1;456;d;50;997
1;3;Speed;0;69;5;1;488;k;100;293
1;3;Speed;0;70;3;1;920;d;50;1141
1;3;Speed;0;71;4;1;968;d;50;709
1;3;Speed;0;72;6;1;568;g;70;1029
1;3;Accuracy;1;1;4;1;1207;k;100;1301
1;3;Accuracy;1;2;4;1;1928;g;70;517
1;3;Accuracy;1;3;5;1;696;k;100;613
1;3;Accuracy;1;4;3;1;616;j;90;661
1;3;Accuracy;1;5;6;1;648;j;90;373
1;3;Accuracy;1;6;2;1;3464;j;90;1045
1;3;Accuracy;1;7;2;1;1160;j;90;757
1;3;Accuracy;1;8;5;1;712;k;100;741
1;3;Accuracy;1;9;6;1;631;k;100;1061
1;3;Accuracy;1;10;1;1;871;k;100;901
1;3;Accuracy;1;11;1;0;696;k;100;645
1;3;Accuracy;1;12;3;1;647;k;100;1157
1;3;Accuracy;1;13;4;1;472;k;100;421
1;3;Accuracy;1;14;3;1;503;k;100;405
1;3;Accuracy;1;15;3;1;552;k;100;341
1;3;Accuracy;1;16;2;1;1288;k;100;1989
1;3;Accuracy;1;17;2;1;1608;f;60;853
1;3;Accuracy;1;18;3;1;999;h;80;1189
1;3;Accuracy;1;19;1;1;1736;h;80;2645
1;3;Accuracy;1;20;5;1;504;k;100;485
1;3;Accuracy;1;21;5;1;1160;h;80;1141
1;3;Accuracy;1;22;4;1;679;k;100;981
1;3;Accuracy;1;23;6;1;600;k;100;357
1;3;Accuracy;1;24;5;1;679;k;100;1013
1;3;Accuracy;1;25;3;1;1352;k;100;293
1;3;Accuracy;1;26;4;1;744;k;100;309
1;3;Accuracy;1;27;1;0;1271;d;50;725
1;3;Accuracy;1;28;6;1;648;k;100;405
1;3;Accuracy;1;29;6;1;471;k;100;517
1;3;Accuracy;1;30;1;0;376;d;50;821
1;3;Accuracy;1;31;5;1;439;k;100;357
1;3;Accuracy;1;32;3;0;583;d;50;2405
1;3;Accuracy;1;33;2;0;808;d;50;901
1;3;Accuracy;1;34;2;1;680;d;50;981
1;3;Accuracy;1;35;1;0;664;f;60;1445
1;3;Accuracy;1;36;5;1;791;k;100;469
1;3;Accuracy;1;37;6;1;1224;k;100;421
1;3;Accuracy;1;38;1;1;1367;k;100;357
1;3;Accuracy;1;39;3;1;1272;k;100;341
1;3;Accuracy;1;40;5;1;824;k;100;309
1;3;Accuracy;1;41;5;1;536;k;100;389
1;3;Accuracy;1;42;1;0;1031;h;80;997
1;3;Accuracy;1;43;6;1;696;k;100;1125
1;3;Accuracy;1;44;2;1;663;k;100;373
1;3;Accuracy;1;45;1;1;919;k;100;373
1;3;Accuracy;1;46;6;1;904;k;100;389
1;3;Accuracy;1;47;3;1;920;k;100;405
1;3;Accuracy;1;48;2;1;568;k;100;517
1;3;Accuracy;1;49;6;1;696;k;100;1285
1;3;Accuracy;1;50;6;1;648;k;100;309
1;3;Accuracy;1;51;2;1;408;k;100;357
1;3;Accuracy;1;52;6;1;456;k;100;357
1;3;Accuracy;1;53;2;1;727;k;100;324
1;3;Accuracy;1;54;2;0;664;k;100;405
1;3;Accuracy;1;55;3;1;743;k;100;1013
1;3;Accuracy;1;56;4;1;887;k;100;1125
1;3;Accuracy;1;57;5;1;759;k;100;293
1;3;Accuracy;1;58;5;1;632;k;100;357
1;3;Accuracy;1;59;6;1;520;k;100;309
1;3;Accuracy;1;60;4;1;600;f;60;1157
1;3;Accuracy;1;61;3;0;888;f;60;293
1;3;Accuracy;1;62;1;1;2296;k;100;469
1;3;Accuracy;1;63;1;1;887;f;60;357
1;3;Accuracy;1;64;5;1;824;g;70;5589
1;3;Accuracy;1;65;4;1;632;k;100;373
1;3;Accuracy;1;66;4;1;712;g;70;1045
1;3;Accuracy;1;67;1;1;4568;g;70;1221
1;3;Accuracy;1;68;4;1;823;g;70;533
1;3;Accuracy;1;69;2;1;903;g;70;389
1;3;Accuracy;1;70;3;1;615;h;80;533
1;3;Accuracy;1;71;4;1;759;j;90;1157
1;3;Accuracy;1;72;4;1;776;k;100;549
1;3;Speed;0;1;2;1;839;d;50;4069
1;3;Speed;0;2;4;0;360;d;50;885
1;3;Speed;0;3;1;1;328;d;50;549
1;3;Speed;0;4;2;1;392;d;50;581
1;3;Speed;0;5;6;1;632;h;80;1125
1;3;Speed;0;6;5;1;568;j;90;1093
1;3;Speed;0;7;2;1;472;j;90;581
1;3;Speed;0;8;5;1;488;j;90;373
1;3;Speed;0;9;3;1;440;d;50;869
1;3;Speed;0;10;1;1;536;d;50;613
1;3;Speed;0;11;1;0;296;d;50;3205
1;3;Speed;0;12;3;1;440;j;90;533
1;3;Speed;0;13;3;0;520;d;50;597
1;3;Speed;0;14;4;0;1384;d;50;597
1;3;Speed;0;15;5;1;328;j;90;709
1;3;Speed;0;16;2;0;440;d;50;837
1;3;Speed;0;17;1;0;296;d;50;485
1;3;Speed;0;18;6;1;552;k;100;757
1;3;Speed;0;19;3;1;488;d;50;1909
1;3;Speed;0;20;2;1;648;f;60;1461
1;3;Speed;0;21;5;1;440;k;100;997
1;3;Speed;0;22;1;1;648;d;50;4853
1;3;Speed;0;23;6;0;296;d;50;1397
1;3;Speed;0;24;1;0;456;d;50;789
1;3;Speed;0;25;4;1;407;f;60;1605
1;3;Speed;0;26;6;1;888;f;60;533
1;3;Speed;0;27;6;1;376;k;100;581
1;3;Speed;0;28;6;1;344;k;100;469
1;3;Speed;0;29;6;1;360;k;100;437
1;3;Speed;0;30;5;1;552;k;100;357
1;3;Speed;0;31;6;1;504;k;100;405
1;3;Speed;0;32;5;1;488;k;100;309
1;3;Speed;0;33;3;1;376;k;100;501
1;3;Speed;0;34;4;1;584;k;100;357
1;3;Speed;0;35;2;0;1096;d;50;741
1;3;Speed;0;36;2;0;664;f;60;5589
1;3;Speed;0;37;2;0;792;f;60;1301
1;3;Speed;0;38;3;1;584;f;60;853
1;3;Speed;0;39;2;0;616;d;50;309
1;3;Speed;0;40;4;0;568;d;50;389
1;3;Speed;0;41;6;0;520;d;50;357
1;3;Speed;0;42;4;0;568;d;50;373
1;3;Speed;0;43;4;0;296;d;50;437
1;3;Speed;0;44;5;1;264;d;50;1029
1;3;Speed;0;45;4;1;616;k;100;373
1;3;Speed;0;46;4;0;648;d;50;597
1;3;Speed;0;47;1;0;920;d;50;309
1;3;Speed;0;48;6;1;424;k;100;981
1;3;Speed;0;49;3;1;632;f;60;2069
1;3;Speed;0;50;1;1;440;f;60;853
1;3;Speed;0;51;4;1;2680;d;50;1093
1;3;Speed;0;52;3;1;472;d;50;11301
1;3;Speed;0;53;5;1;552;k;100;821
1;3;Speed;0;54;3;1;536;k;100;341
1;3;Speed;0;55;4;1;360;k;100;629
1;3;Speed;0;56;3;1;360;k;100;965
1;3;Speed;0;57;2;1;376;k;100;325
1;3;Speed;0;58;5;1;583;k;100;757
1;3;Speed;0;59;5;1;648;k;100;309
1;3;Speed;0;60;4;1;504;d;50;677
1;3;Speed;0;61;1;0;904;d;50;293
1;3;Speed;0;62;1;1;600;d;50;789
1;3;Speed;0;63;2;1;552;d;50;853
1;3;Speed;0;64;3;1;440;d;50;341
1;3;Speed;0;65;1;1;648;d;50;293
1;3;Speed;0;66;2;1;712;d;50;261
1;3;Speed;0;67;6;1;568;d;50;261
1;3;Speed;0;68;6;1;600;j;90;549
1;3;Speed;0;69;5;0;936;k;100;357
1;3;Speed;0;70;5;1;615;j;90;581
1;3;Speed;0;71;1;0;456;j;90;885
1;3;Speed;0;72;3;0;472;d;50;4277
1;3;Accuracy;1;1;1;1;935;d;50;1189
1;3;Accuracy;1;2;6;1;584;j;90;565
1;3;Accuracy;1;3;6;1;568;j;90;373
1;3;Accuracy;1;4;2;1;600;j;90;453
1;3;Accuracy;1;5;4;1;679;h;80;1381
1;3;Accuracy;1;6;3;1;728;j;90;453
1;3;Accuracy;1;7;3;1;743;j;90;805
1;3;Accuracy;1;8;1;1;951;h;80;1157
1;3;Accuracy;1;9;5;1;567;h;80;437
1;3;Accuracy;1;10;1;1;823;h;80;421
1;3;Accuracy;1;11;5;1;824;h;80;373
1;3;Accuracy;1;12;3;1;1272;h;80;773
1;3;Accuracy;1;13;6;1;1463;k;100;485
1;3;Accuracy;1;14;1;0;1448;h;80;677
1;3;Accuracy;1;15;3;1;759;h;80;1252
1;3;Accuracy;1;16;6;1;536;k;100;421
1;3;Accuracy;1;17;1;1;1512;d;50;453
1;3;Accuracy;1;18;5;1;759;d;50;373
1;3;Accuracy;1;19;3;0;1576;g;70;869
1;3;Accuracy;1;20;6;1;743;f;60;757
1;3;Accuracy;1;21;2;1;599;f;60;997
1;3;Accuracy;1;22;6;1;408;k;100;1205
1;3;Accuracy;1;23;2;1;888;k;100;341
1;3;Accuracy;1;24;3;1;583;j;90;501
1;3;Accuracy;1;25;1;1;871;j;90;853
1;3;Accuracy;1;26;2;1;1816;j;90;501
1;3;Accuracy;1;27;2;1;888;j;90;437
1;3;Accuracy;1;28;1;0;1112;d;50;1125
1;3;Accuracy;1;29;2;0;920;d;50;2437
1;3;Accuracy;1;30;4;1;631;k;100;1333
1;3;Accuracy;1;31;5;1;584;k;100;405
1;3;Accuracy;1;32;2;0;568;g;70;741
1;3;Accuracy;1;33;4;1;552;k;100;325
1;3;Accuracy;1;34;5;1;680;k;100;517
1;3;Accuracy;1;35;2;1;1016;d;50;325
1;3;Accuracy;1;36;6;1;871;k;100;421
1;3;Accuracy;1;37;4;1;647;k;100;565
1;3;Accuracy;1;38;4;1;503;k;100;341
1;3;Accuracy;1;39;4;1;599;k;100;341
1;3;Accuracy;1;40;4;1;696;k;100;341
1;3;Accuracy;1;41;1;1;1223;g;70;1093
1;3;Accuracy;1;42;5;1;888;k;100;485
1;3;Accuracy;1;43;5;1;776;k;100;1285
1;3;Accuracy;1;44;1;1;600;h;80;773
1;3;Accuracy;1;45;3;1;2039;f;60;5125
1;3;Accuracy;1;46;3;1;823;j;90;901
1;3;Accuracy;1;47;4;1;712;j;90;661
1;3;Accuracy;1;48;6;1;440;k;100;805
1;3;Accuracy;1;49;5;1;456;k;100;357
1;3;Accuracy;1;50;1;1;1272;k;100;293
1;3;Accuracy;1;51;2;1;567;k;100;309
1;3;Accuracy;1;52;1;1;1304;k;100;437
1;3;Accuracy;1;53;5;1;743;k;100;389
1;3;Accuracy;1;54;6;1;2136;k;100;309
1;3;Accuracy;1;55;4;1;743;k;100;533
1;3;Accuracy;1;56;4;1;584;k;100;325
1;3;Accuracy;1;57;3;1;824;k;100;452
1;3;Accuracy;1;58;4;1;567;k;100;293
1;3;Accuracy;1;59;2;1;968;k;100;357
1;3;Accuracy;1;60;5;1;984;k;100;356
1;3;Accuracy;1;61;3;1;647;k;100;389
1;3;Accuracy;1;62;5;0;695;k;100;309
1;3;Accuracy;1;63;6;1;1479;k;100;309
1;3;Accuracy;1;64;4;1;439;k;100;645
1;3;Accuracy;1;65;6;1;503;k;100;293
1;3;Accuracy;1;66;2;0;1016;d;50;453
1;3;Accuracy;1;67;3;1;2167;d;50;1348
1;3;Accuracy;1;68;5;1;583;k;100;293
1;3;Accuracy;1;69;3;1;807;k;100;2981
1;3;Accuracy;1;70;1;0;1032;d;50;277
1;3;Accuracy;1;71;2;0;1160;d;50;3157
1;3;Accuracy;1;72;6;1;487;k;100;405
1;3;Speed;0;1;5;0;328;d;50;1061
1;3;Speed;0;2;3;1;456;f;60;2309
1;3;Speed;0;3;1;0;520;d;50;581
1;3;Speed;0;4;1;1;311;d;50;709
1;3;Speed;0;5;3;0;776;d;50;373
1;3;Speed;0;6;4;1;488;k;100;613
1;3;Speed;0;7;5;1;567;k;100;357
1;3;Speed;0;8;1;1;632;d;50;485
1;3;Speed;0;9;5;1;808;k;100;453
1;3;Speed;0;10;4;1;536;h;80;4165
1;3;Speed;0;11;3;0;456;d;50;1333
1;3;Speed;0;12;1;1;472;d;50;533
1;3;Speed;0;13;2;1;408;d;50;325
1;3;Speed;0;14;1;0;616;d;50;357
1;3;Speed;0;15;6;1;888;d;50;373
1;3;Speed;0;16;6;1;615;j;90;1237
1;3;Speed;0;17;5;1;632;j;90;373
1;3;Speed;0;18;3;1;616;j;90;677
1;3;Speed;0;19;2;0;936;d;50;1669
1;3;Speed;0;20;6;1;360;k;100;421
1;3;Speed;0;21;3;1;360;k;100;453
1;3;Speed;0;22;2;1;520;j;90;1477
1;3;Speed;0;23;1;0;696;f;60;917
1;3;Speed;0;24;6;1;600;j;90;1157
1;3;Speed;0;25;4;1;439;j;90;405
1;3;Speed;0;26;4;1;440;k;100;421
1;3;Speed;0;27;3;1;552;g;70;1157
1;3;Speed;0;28;2;1;1048;f;60;549
1;3;Speed;0;29;3;0;664;d;50;1189
1;3;Speed;0;30;1;1;503;d;50;629
1;3;Speed;0;31;4;0;408;d;50;437
1;3;Speed;0;32;5;1;680;f;60;1077
1;3;Speed;0;33;6;1;888;f;60;533
1;3;Speed;0;34;1;1;520;d;50;437
1;3;Speed;0;35;6;1;743;j;90;1061
1;3;Speed;0;36;4;0;536;d;50;773
1;3;Speed;0;37;5;0;328;j;90;1397
1;3;Speed;0;38;2;0;536;j;90;405
1;3;Speed;0;39;6;1;648;k;100;389
1;3;Speed;0;40;4;1;568;j;90;1093
1;3;Speed;0;41;1;0;391;k;100;437
1;3;Speed;0;42;4;1;472;k;100;485
1;3;Speed;0;43;3;1;808;d;50;421
1;3;Speed;0;44;4;1;583;f;60;1493
1;3;Speed;0;45;4;1;616;g;70;1317
1;3;Speed;0;46;2;1;568;g;70;1093
1;3;Speed;0;47;6;1;760;g;70;581
1;3;Speed;0;48;2;1;440;f;60;981
1;3;Speed;0;49;3;0;504;d;50;741
1;3;Speed;0;50;5;1;392;h;80;1557
1;3;Speed;0;51;2;0;455;f;60;837
1;3;Speed;0;52;4;0;776;d;50;2181
1;3;Speed;0;53;2;1;439;h;80;1221
1;3;Speed;0;54;2;1;407;h;80;389
1;3;Speed;0;55;6;0;472;d;50;1013
1;3;Speed;0;56;6;1;472;f;60;8901
1;3;Speed;0;57;1;1;552;f;60;2021
1;3;Speed;0;58;3;1;392;h;80;741
1;3;Speed;0;59;6;1;552;j;90;325
1;3;Speed;0;60;1;0;392;d;50;1188
1;3;Speed;0;61;6;0;375;d;50;1717
1;3;Speed;0;62;2;1;648;f;60;1333
1;3;Speed;0;63;5;0;472;d;50;789
1;3;Speed;0;64;5;1;408;g;70;1061
1;3;Speed;0;65;3;1;712;f;60;997
1;3;Speed;0;66;4;1;664;f;60;2917
1;3;Speed;0;67;1;1;2616;f;60;1349
1;3;Speed;0;68;5;1;808;f;60;837
1;3;Speed;0;69;5;1;327;d;50;596
1;3;Speed;0;70;5;1;568;h;80;1157
1;3;Speed;0;71;2;0;568;h;80;773
1;3;Speed;0;72;3;1;408;h;80;549
1;4;Speed;0;1;6;1;391;k;100;1059
1;4;Speed;0;2;1;1;359;k;100;1124
1;4;Speed;0;3;4;1;487;k;100;692
1;4;Speed;0;4;4;1;375;k;100;372
1;4;Speed;0;5;3;1;391;k;100;371
1;4;Speed;0;6;5;0;375;d;50;788
1;4;Speed;0;7;6;1;359;k;100;1412
1;4;Speed;0;8;6;1;999;k;100;388
1;4;Speed;0;9;1;1;487;f;60;1140
1;4;Speed;0;10;3;1;439;k;100;436
1;4;Speed;0;11;1;1;935;k;100;964
1;4;Speed;0;12;2;0;391;k;100;1604
1;4;Speed;0;13;3;1;503;k;100;548
1;4;Speed;0;14;2;1;407;d;50;1300
1;4;Speed;0;15;3;1;455;d;50;948
1;4;Speed;0;16;6;1;471;k;100;324
1;4;Speed;0;17;1;0;855;k;100;1668
1;4;Speed;0;18;3;1;663;k;100;788
1;4;Speed;0;19;1;0;519;d;50;1060
1;4;Speed;0;20;5;0;279;d;50;1108
1;4;Speed;0;21;1;1;375;k;100;3908
1;4;Speed;0;22;6;1;519;k;100;388
1;4;Speed;0;23;4;1;423;k;100;308
1;4;Speed;0;24;2;1;423;k;100;1156
1;4;Speed;0;25;1;0;439;d;50;884
1;4;Speed;0;26;2;0;391;d;50;612
1;4;Speed;0;27;4;1;567;k;100;292
1;4;Speed;0;28;3;0;295;d;50;900
1;4;Speed;0;29;3;1;391;k;100;308
1;4;Speed;0;30;2;1;343;k;100;260
1;4;Speed;0;31;1;1;359;k;100;276
1;4;Speed;0;32;2;0;663;d;50;612
1;4;Speed;0;33;4;1;615;d;50;1604
1;4;Speed;0;34;1;0;391;k;100;324
1;4;Speed;0;35;2;1;503;k;100;916
1;4;Speed;0;36;5;1;359;k;100;676
1;4;Speed;0;37;5;1;423;k;100;196
1;4;Speed;0;38;2;0;343;d;50;788
1;4;Speed;0;39;3;1;567;k;100;356
1;4;Speed;0;40;5;1;343;k;100;596
1;4;Speed;0;41;5;1;487;k;100;324
1;4;Speed;0;42;4;1;471;k;100;308
1;4;Speed;0;43;4;0;535;d;50;1492
1;4;Speed;0;44;5;1;727;k;100;1188
1;4;Speed;0;45;2;1;456;k;100;355
1;4;Speed;0;46;3;1;487;k;100;340
1;4;Speed;0;47;4;1;551;k;100;868
1;4;Speed;0;48;1;0;583;d;50;772
1;4;Speed;0;49;4;1;471;k;100;1812
1;4;Speed;0;50;6;1;519;k;100;1876
1;4;Speed;0;51;1;0;583;k;100;388
1;4;Speed;0;52;6;1;375;k;100;916
1;4;Speed;0;53;5;1;440;k;100;820
1;4;Speed;0;54;4;1;487;k;100;660
1;4;Speed;0;55;1;0;391;d;50;900
1;4;Speed;0;56;5;1;424;k;100;579
1;4;Speed;0;57;6;1;471;k;100;308
1;4;Speed;0;58;2;0;407;k;100;852
1;4;Speed;0;59;2;1;743;k;100;355
1;4;Speed;0;60;5;1;631;k;100;629
1;4;Speed;0;61;3;1;551;k;100;356
1;4;Speed;0;62;4;1;439;k;100;420
1;4;Speed;0;63;2;1;423;k;100;1172
1;4;Speed;0;64;3;1;535;d;50;772
1;4;Speed;0;65;6;1;551;k;100;900
1;4;Speed;0;66;6;1;407;k;100;324
1;4;Speed;0;67;5;1;535;k;100;292
1;4;Speed;0;68;3;0;711;d;50;563
1;4;Speed;0;69;5;0;456;d;50;628
1;4;Speed;0;70;6;1;423;k;100;388
1;4;Speed;0;71;4;1;423;k;100;340
1;4;Speed;0;72;6;1;375;k;100;260
1;4;Accuracy;1;1;6;1;471;k;100;596
1;4;Accuracy;1;2;5;1;424;k;100;323
1;4;Accuracy;1;3;5;1;519;k;100;355
1;4;Accuracy;1;4;6;1;455;k;100;291
1;4;Accuracy;1;5;1;1;2199;f;60;963
1;4;Accuracy;1;6;4;1;919;k;100;307
1;4;Accuracy;1;7;5;1;519;k;100;1012
1;4;Accuracy;1;8;4;1;487;k;100;324
1;4;Accuracy;1;9;2;1;999;f;60;963
1;4;Accuracy;1;10;3;1;679;f;60;403
1;4;Accuracy;1;11;2;1;935;g;70;883
1;4;Accuracy;1;12;5;1;455;g;70;916
1;4;Accuracy;1;13;3;1;551;k;100;355
1;4;Accuracy;1;14;3;0;759;k;100;452
1;4;Accuracy;1;15;6;1;423;k;100;452
1;4;Accuracy;1;16;5;1;455;k;100;485
1;4;Accuracy;1;17;4;1;519;k;100;307
1;4;Accuracy;1;18;2;1;423;k;100;307
1;4;Accuracy;1;19;1;1;1015;g;70;1171
1;4;Accuracy;1;20;5;1;439;k;100;324
1;4;Accuracy;1;21;3;1;551;g;70;773
1;4;Accuracy;1;22;5;1;599;k;100;307
1;4;Accuracy;1;23;2;1;471;k;100;611
1;4;Accuracy;1;24;6;1;487;k;100;292
1;4;Accuracy;1;25;5;1;583;k;100;323
1;4;Accuracy;1;26;1;1;647;d;50;2515
1;4;Accuracy;1;27;6;1;551;k;100;403
1;4;Accuracy;1;28;5;1;535;k;100;660
1;4;Accuracy;1;29;4;1;503;k;100;324
1;4;Accuracy;1;30;4;1;711;g;70;819
1;4;Accuracy;1;31;2;1;1095;h;80;899
1;4;Accuracy;1;32;4;1;695;h;80;947
1;4;Accuracy;1;33;4;1;936;k;100;531
1;4;Accuracy;1;34;6;1;471;k;100;291
1;4;Accuracy;1;35;4;1;407;k;100;340
1;4;Accuracy;1;36;4;1;455;k;100;323
1;4;Accuracy;1;37;3;1;888;k;100;339
1;4;Accuracy;1;38;1;1;2647;k;100;611
1;4;Accuracy;1;39;6;1;423;k;100;276
1;4;Accuracy;1;40;3;0;535;k;100;323
1;4;Accuracy;1;41;3;0;679;h;80;1812
1;4;Accuracy;1;42;6;1;359;k;100;275
1;4;Accuracy;1;43;3;1;391;k;100;308
1;4;Accuracy;1;44;4;1;727;k;100;403
1;4;Accuracy;1;45;5;0;536;k;100;323
1;4;Accuracy;1;46;1;0;758;d;50;579
1;4;Accuracy;1;47;1;1;727;d;50;451
1;4;Accuracy;1;48;2;0;679;g;70;675
1;4;Accuracy;1;49;3;1;567;g;70;484
1;4;Accuracy;1;50;4;1;391;f;60;387
1;4;Accuracy;1;51;2;1;519;g;70;468
1;4;Accuracy;1;52;1;0;439;k;100;483
1;4;Accuracy;1;53;4;1;615;k;100;404
1;4;Accuracy;1;54;2;1;1271;k;100;403
1;4;Accuracy;1;55;6;1;391;k;100;355
1;4;Accuracy;1;56;2;1;439;k;100;339
1;4;Accuracy;1;57;6;1;631;k;100;932
1;4;Accuracy;1;58;1;1;1607;h;80;835
1;4;Accuracy;1;59;6;1;535;k;100;901
1;4;Accuracy;1;60;3;1;759;k;100;355
1;4;Accuracy;1;61;1;1;2695;d;50;691
1;4;Accuracy;1;62;1;0;567;k;100;340
1;4;Accuracy;1;63;2;1;1287;h;80;1763
1;4;Accuracy;1;64;5;1;743;k;100;1987
1;4;Accuracy;1;65;3;1;375;k;100;339
1;4;Accuracy;1;66;1;0;631;h;80;548
1;4;Accuracy;1;67;2;1;1064;h;80;3139
1;4;Accuracy;1;68;2;1;503;h;80;611
1;4;Accuracy;1;69;3;1;568;j;90;581
1;4;Accuracy;1;70;6;1;951;h;80;2115
1;4;Accuracy;1;71;5;1;4343;h;80;1475
1;4;Accuracy;1;72;1;0;951;h;80;1187
1;4;Speed;0;1;5;1;583;g;70;868
1;4;Speed;0;2;4;1;536;h;80;468
1;4;Speed;0;3;2;0;646;d;50;1236
1;4;Speed;0;4;1;0;967;f;60;1444
1;4;Speed;0;5;6;1;423;k;100;516
1;4;Speed;0;6;4;0;823;d;50;628
1;4;Speed;0;7;4;1;519;d;50;373
1;4;Speed;0;8;5;0;392;d;50;1124
1;4;Speed;0;9;3;1;776;d;50;356
1;4;Speed;0;10;1;0;343;d;50;517
1;4;Speed;0;11;1;1;535;f;60;996
1;4;Speed;0;12;2;1;487;f;60;2580
1;4;Speed;0;13;4;1;535;g;70;2628
1;4;Speed;0;14;6;1;439;g;70;388
1;4;Speed;0;15;5;1;631;g;70;485
1;4;Speed;0;16;4;1;487;g;70;436
1;4;Speed;0;17;3;1;791;d;50;1268
1;4;Speed;0;18;5;1;567;k;100;1204
1;4;Speed;0;19;4;1;631;k;100;932
1;4;Speed;0;20;2;1;583;d;50;3956
1;4;Speed;0;21;4;1;503;k;100;500
1;4;Speed;0;22;1;0;536;j;90;1029
1;4;Speed;0;23;2;1;1207;k;100;564
1;4;Speed;0;24;4;1;519;g;70;3620
1;4;Speed;0;25;1;1;1080;k;100;692
1;4;Speed;0;26;3;1;535;k;100;421
1;4;Speed;0;27;5;1;471;k;100;469
1;4;Speed;0;28;1;1;551;d;50;1108
1;4;Speed;0;29;3;0;519;d;50;676
1;4;Speed;0;30;1;0;471;d;50;356
1;4;Speed;0;31;4;1;535;d;50;516
1;4;Speed;0;32;2;0;696;d;50;292
1;4;Speed;0;33;5;1;936;g;70;739
1;4;Speed;0;34;2;0;440;d;50;835
1;4;Speed;0;35;3;1;744;d;50;532
1;4;Speed;0;36;5;1;503;k;100;580
1;4;Speed;0;37;1;1;839;d;50;387
1;4;Speed;0;38;2;1;520;f;60;964
1;4;Speed;0;39;6;1;487;k;100;548
1;4;Speed;0;40;6;1;647;k;100;372
1;4;Speed;0;41;2;1;471;f;60;2500
1;4;Speed;0;42;2;1;519;g;70;1060
1;4;Speed;0;43;6;1;583;h;80;388
1;4;Speed;0;44;5;1;567;j;90;421
1;4;Speed;0;45;3;1;455;j;90;532
1;4;Speed;0;46;1;1;440;d;50;1012
1;4;Speed;0;47;5;1;488;k;100;548
1;4;Speed;0;48;5;1;439;k;100;261
1;4;Speed;0;49;6;1;1672;f;60;1236
1;4;Speed;0;50;6;1;567;j;90;1588
1;4;Speed;0;51;1;1;471;d;50;851
1;4;Speed;0;52;5;1;519;d;50;404
1;4;Speed;0;53;6;1;551;k;100;340
1;4;Speed;0;54;6;1;520;k;100;293
1;4;Speed;0;55;6;1;552;k;100;677
1;4;Speed;0;56;3;1;551;k;100;340
1;4;Speed;0;57;4;1;584;k;100;293
1;4;Speed;0;58;6;1;551;k;100;324
1;4;Speed;0;59;4;1;583;k;100;308
1;4;Speed;0;60;3;1;839;k;100;356
1;4;Speed;0;61;3;1;743;k;100;373
1;4;Speed;0;62;2;1;1576;d;50;596
1;4;Speed;0;63;1;0;664;d;50;757
1;4;Speed;0;64;6;1;408;k;100;468
1;4;Speed;0;65;5;1;695;k;100;837
1;4;Speed;0;66;3;1;423;k;100;708
1;4;Speed;0;67;2;0;520;d;50;548
1;4;Speed;0;68;1;1;456;d;50;1364
1;4;Speed;0;69;4;1;376;d;50;1124
1;4;Speed;0;70;2;1;679;f;60;1204
1;4;Speed;0;71;3;1;519;f;60;516
1;4;Speed;0;72;3;0;535;f;60;276
1;4;Accuracy;1;1;5;1;679;k;100;3812
1;4;Accuracy;1;2;5;1;584;k;100;547
1;4;Accuracy;1;3;4;1;504;k;100;645
1;4;Accuracy;1;4;3;1;1095;k;100;244
1;4;Accuracy;1;5;1;1;1496;d;50;612
1;4;Accuracy;1;6;1;1;648;k;100;292
1;4;Accuracy;1;7;5;1;632;k;100;308
1;4;Accuracy;1;8;6;1;487;k;100;309
1;4;Accuracy;1;9;6;1;535;k;100;308
1;4;Accuracy;1;10;6;1;376;k;100;292
1;4;Accuracy;1;11;6;1;520;k;100;260
1;4;Accuracy;1;12;4;1;631;k;100;309
1;4;Accuracy;1;13;3;1;840;k;100;243
1;4;Accuracy;1;14;5;1;471;k;100;307
1;4;Accuracy;1;15;6;1;904;k;100;323
1;4;Accuracy;1;16;1;0;1112;f;60;739
1;4;Accuracy;1;17;4;1;439;k;100;325
1;4;Accuracy;1;18;1;0;839;f;60;2324
1;4;Accuracy;1;19;5;1;520;k;100;291
1;4;Accuracy;1;20;3;1;423;k;100;276
1;4;Accuracy;1;21;3;1;392;k;100;261
1;4;Accuracy;1;22;5;1;599;k;100;324
1;4;Accuracy;1;23;4;1;615;k;100;419
1;4;Accuracy;1;24;2;1;1416;k;100;340
