Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast
11,2,2,100,0.79764,2
11,2,2,100,0.88192,1
11,2,2,100,0.80734,1
11,2,2,62.6,0.87923,2
11,1,1,54.2,0.90407,1
11,2,1,59.2,0.78844,2
11,1,1,60.1,0.77523,1
11,2,2,86.8,0.78102,1
11,1,1,81.5,1.2477,2
11,1,1,96.4,0.7917,3
11,1,2,60.4,1.0189,1
11,1,1,70.7,0.92495,3
11,2,1,81.7,1.0887,1
11,1,1,73.2,0.94493,3
11,2,2,61.9,0.82842,3
11,2,2,67.2,1.1584,3
11,2,1,75.4,1.0177,1
11,2,2,76.1,0.89887,2
11,2,2,78,0.81942,3
11,1,1,88.5,0.73256,3
11,2,2,51.8,1.3381,1
11,2,2,73.1,0.86347,2
11,2,2,63.6,0.94301,1
11,2,2,73.6,0.87503,3
11,2,2,73.3,0.77124,2
11,1,1,79.1,0.9594,2
11,1,1,56.8,1.0903,2
11,1,1,51.9,1.3287,2
11,1,1,73.2,1.0695,1
11,1,2,70.2,0.93356,1
11,1,1,57.5,1.0506,2
11,1,1,95.2,0.93083,3
11,1,1,65.3,1.1678,3
11,1,1,88.5,0.77359,3
11,2,2,100,0.76811,3
11,1,1,100,0.76466,3
11,2,2,100,0.72061,1
11,1,1,100,0.66111,3
11,1,1,100,0.67929,3
11,1,2,52.2,1.2866,2
11,2,1,57.7,0.66022,1
11,1,1,56.1,1.022,1
11,1,2,50.1,0.95821,1
11,1,2,50.1,1.1149,2
11,2,2,67.3,0.97631,1
11,2,2,56.3,0.86826,2
11,2,2,76.3,0.85201,3
11,2,2,51.8,1.5899,2
11,2,2,62.9,0.80611,2
11,2,2,51.9,0.9678,1
11,1,1,66,0.85343,2
11,2,2,75.1,1.2364,1
11,2,2,59,1.0051,1
11,1,1,83,1.133,3
11,2,2,83.9,0.77813,3
11,2,2,74.1,0.80388,2
11,2,2,82.5,0.71982,3
11,1,2,55.2,0.94115,3
11,2,2,75.5,0.72267,3
11,1,1,85.2,0.81473,3
11,2,2,75.5,0.70556,2
11,2,1,65,0.76672,1
11,2,2,76.6,0.73257,3
11,1,1,81.1,0.96925,3
11,1,1,56.3,1.3342,1
11,1,2,68.4,0.76254,1
11,1,1,63.7,0.7676,1
11,1,1,58.3,0.89799,2
11,1,1,65.9,0.85782,3
11,1,1,76.9,0.86615,2
11,2,2,65.6,0.89824,1
11,1,1,62.3,1.0154,1
11,1,2,61.7,1.0591,2
11,2,2,63.8,0.82538,2
11,2,1,56.7,0.96356,2
11,1,2,54.5,0.92681,3
11,2,2,65,0.76459,3
11,2,2,87.5,0.74614,3
11,1,2,59.8,0.81527,3
11,1,2,66.8,0.68076,1
11,2,1,50,1.3358,2
11,2,2,51.4,1.7258,2
11,2,2,52.3,1.5452,3
11,1,2,60.2,0.90949,3
11,1,2,52,1.2281,3
11,2,2,54.3,0.88386,2
11,1,1,57,1.1007,1
11,1,1,72.3,0.97052,3
11,2,2,50.1,2.087,1
11,2,2,94.6,0.86938,3
11,2,1,66.7,0.80458,1
11,1,1,82,0.79795,3
11,2,2,91.3,0.74651,3
11,1,1,68.4,0.80696,1
11,2,2,76,0.83984,3
11,2,1,56.5,1.0659,2
11,1,2,68.4,0.79315,1
11,1,1,54.2,0.74759,3
11,1,1,59.5,0.9936,2
11,1,1,58,1.0441,3
11,2,2,69.4,0.81279,3
11,1,1,60.3,0.84782,2
11,1,1,56.7,1.1041,1
11,1,1,90.4,0.91075,3
11,1,1,92.8,0.76495,1
11,1,1,77,0.76105,3
11,2,2,94.8,0.62109,3
11,1,1,64.8,0.63078,3
11,1,1,64.8,1.2572,3
11,1,1,58.8,0.79936,1
11,2,2,66.4,0.79538,1
11,1,2,50.9,1.2371,1
11,1,1,57.7,0.75881,3
11,2,2,54.9,1.131,3
11,1,2,53,1.016,1
11,1,1,90.3,0.95299,2
11,1,1,73.3,1.1413,2
11,2,2,64.2,0.8345,1
11,1,1,65.8,0.80297,3
11,1,1,76.4,0.94278,1
11,1,2,66.2,0.85131,1
11,1,1,67.8,0.81141,3
11,2,2,50.1,1.4537,1
11,1,1,51.2,1.15,1
11,2,2,54.9,1.7206,1
11,1,1,92.5,0.98138,2
11,1,2,60,0.84141,1
11,1,1,76.2,0.79327,1
11,1,1,88.7,0.79741,3
11,2,1,71.8,0.81643,1
11,1,1,64.5,0.81693,2
11,2,1,65,0.74026,1
11,1,2,66.8,1.0969,2
11,2,2,64.2,1.072,2
11,2,2,64.5,0.75858,2
11,1,1,59.9,0.77801,1
11,2,1,58.7,0.71856,2
11,2,1,52.8,0.77158,2
11,1,2,56.1,0.69551,2
11,2,2,67.2,3.0388,3
11,1,1,72.8,1.0525,3
11,1,1,84,1.0458,1
11,2,2,63.5,1.0782,2
11,1,1,77.7,0.91878,2
11,1,1,83.1,0.86658,2
11,2,2,57.2,1.059,2
11,1,1,67.5,0.98686,2
11,1,1,70,0.69414,2
11,2,2,73.8,0.86153,2
11,2,2,83.6,0.78997,2
11,2,2,69.7,0.81519,3
11,1,2,60,0.87293,1
11,2,2,60.4,0.64845,1
11,2,2,60.3,0.94401,1
11,1,1,59.5,0.74855,2
11,1,1,96.4,0.74644,3
11,1,2,54.9,1.1679,1
11,1,1,81.4,0.75421,2
11,2,2,73.1,0.83769,2
11,2,2,54.6,1.1042,2
11,2,2,53.9,0.95632,3
11,1,1,68.6,0.83264,1
11,2,2,60.7,1.0674,1
11,2,2,56.4,0.94703,1
11,2,2,57.9,0.77449,3
11,1,1,73.9,0.88257,2
11,1,1,100,0.76138,3
11,1,1,100,0.78985,1
11,1,1,78.3,0.7696,2
11,2,2,58.4,1.0998,2
11,2,2,89.2,1.0115,2
11,1,2,73.9,0.77237,1
11,2,2,70.8,0.72876,1
11,2,1,52.6,1.3506,1
11,2,1,51.8,1.3377,1
11,2,2,74.9,0.80606,3
11,1,1,80.2,1.0252,3
11,2,2,93.4,0.9788,3
11,1,1,98.9,0.89354,1
11,2,2,100,0.76349,1
11,1,1,100,0.72905,1
11,2,2,50.8,1.7416,1
11,1,1,55.4,0.79427,3
11,2,2,76.1,0.96394,3
11,1,1,70.5,0.98542,3
11,1,2,60.8,0.92319,3
11,2,2,54,1.0098,1
11,2,2,50.3,2.1627,1
11,1,2,50.1,0.90215,2
11,2,2,100,0.98825,3
11,2,2,100,0.81519,3
11,2,2,51.6,1.1361,3
11,1,2,62.7,0.87052,2
11,1,2,66.5,0.9086,2
11,2,2,67.6,0.87522,3
11,2,2,61.8,0.85115,1
11,1,1,70.7,1.1157,1
11,1,1,54.5,1.0425,1
11,2,2,57.2,1.1213,3
11,1,1,64.3,0.7823,3
11,2,2,73.2,0.79564,2
11,1,1,67,0.79053,1
11,2,2,64.9,0.72791,2
11,2,2,81,0.83424,3
11,2,2,58.8,0.75717,1
11,2,2,58.7,0.65676,3
11,1,1,63,0.76962,1
11,1,1,55.4,0.85454,2
11,1,1,56.3,0.91074,2
11,1,1,65,0.75405,3
11,2,2,68.9,0.74333,3
11,1,1,68.2,0.75717,3
11,1,1,68.4,0.8807,1
11,2,2,57.3,1.0392,2
11,1,1,78.1,0.79402,3
11,1,2,50.9,1.6265,2
11,2,1,51.6,0.83644,2
11,1,2,50.1,0.97375,2
11,2,2,50.1,0.98363,1
11,2,2,75.7,0.90013,2
11,1,1,51.3,1.9145,2
11,1,1,66.5,0.88676,2
11,2,2,55.7,1.2536,2
11,2,2,71.5,0.94191,3
11,1,1,73.1,1.0099,1
11,1,1,81.8,1.0913,1
11,2,2,67.2,1.0196,1
11,2,2,76.1,0.86867,2
11,1,1,86.8,0.86115,2
11,2,2,98.6,0.80575,3
11,1,2,65.7,0.91879,1
11,1,2,58.7,0.94909,2
11,2,2,50.1,1.5126,1
11,2,2,70,0.83067,2
11,2,2,55.6,1.1454,1
11,1,1,77.2,0.82829,2
11,1,1,96.9,0.86202,3
11,1,2,54.7,1.1437,1
11,2,2,77.4,0.71582,3
11,2,2,79.1,0.71291,3
11,2,2,77.2,0.72065,2
11,1,1,81.2,1.0383,2
11,2,2,68,1.0857,1
11,1,1,98.8,0.85411,3
11,2,2,100,0.8768,1
11,1,1,100,0.80555,2
11,2,2,100,0.96766,3
11,1,1,100,0.73006,1
11,2,2,81.5,1.1765,3
11,1,1,96,0.78648,3
11,2,2,53,1.6057,2
11,2,2,53.7,1.3201,1
11,2,1,54.5,1.0999,3
11,1,2,57.6,1.048,1
11,2,2,56.2,0.81756,1
11,1,2,57.1,0.84305,1
11,2,2,54.4,0.78111,1
11,1,2,54.8,0.75302,1
11,1,1,72.6,0.77257,2
11,2,2,65.8,0.75946,2
11,1,2,57.9,0.88456,3
11,2,1,71,0.79512,1
11,2,2,67.6,0.79818,2
11,1,1,70.9,0.78566,1
11,1,1,82.1,0.77341,3
11,1,1,61,1.3531,1
11,2,2,76.7,0.86168,3
11,2,2,71.8,0.79704,2
11,2,2,80,0.90322,3
11,1,1,75.1,0.79685,2
11,1,1,81,0.80123,3
11,1,1,74,0.8989,1
11,2,2,83.1,0.7619,3
11,2,2,90,0.82111,2
11,1,1,87.1,0.87301,3
11,1,1,75.3,1.0306,2
11,1,1,72.7,1.0718,1
11,2,2,87.1,0.85586,3
11,1,1,82.3,0.88827,3
11,1,2,79.4,0.89427,2
11,2,2,78,1.0059,2
11,1,1,77,0.98322,3
11,1,1,67,1.0518,1
11,1,1,93.5,0.81102,3
11,1,1,63,0.81296,2
11,1,1,67.4,0.782,1
11,2,2,50.1,1.3874,1
11,1,1,65.1,1.0857,2
11,2,2,64.2,0.74864,2
11,1,1,55.5,0.89026,1
11,2,2,74.4,0.78423,2
11,2,1,59.1,1.1647,3
11,2,2,55.8,1.0482,2
11,2,2,94.9,0.75307,3
11,1,1,100,0.72531,2
11,1,1,100,0.79304,3
11,2,2,100,0.7572,1
11,2,2,70.9,0.8568,1
11,1,1,100,0.68151,2
11,1,1,53.8,1.8403,2
11,2,2,77.1,0.75184,2
11,1,1,70.8,0.97245,1
11,1,1,88.7,0.68721,3
11,1,2,67.1,0.82171,1
11,1,1,63.8,0.69437,2
11,2,2,73,0.74797,2
11,2,2,77.6,0.72996,1
11,2,2,94.7,0.73489,2
11,1,1,90.1,0.70911,2
11,1,1,94.8,0.7553,3
11,2,2,75.3,0.71292,2
11,2,2,52,1.687,3
11,2,2,61.8,0.78017,3
11,2,2,66.1,0.73482,2
11,2,2,50.1,1.9327,1
11,2,1,51.4,1.752,2
11,1,2,50.1,1.0058,2
11,2,2,74.7,0.94427,2
11,2,2,100,0.97906,2
11,2,2,79.9,0.87151,1
11,2,2,66.1,0.87075,2
11,2,2,83.8,0.70893,3
11,1,1,74.6,0.76508,2
11,2,2,74.6,0.74347,1
11,2,2,76.2,0.77348,1
11,2,2,89,0.65645,2
11,2,2,87.8,0.68929,1
11,2,1,93.2,0.80806,2
11,2,2,68.6,0.62651,2
11,1,1,55.1,1.5013,1
11,2,2,70.8,0.76937,2
11,1,1,51.7,1.9583,2
11,1,1,57.9,0.80906,2
11,2,2,56,1.0112,1
11,1,1,93.5,0.90954,3
11,1,1,70.5,0.72316,1
11,1,2,50.1,1.1378,1
11,1,1,73.1,0.78882,3
11,1,2,60,1.1052,1
11,1,1,50.2,0.86222,1
11,1,1,74.4,0.91926,3
11,2,2,56.6,0.83684,2
11,2,2,70.1,0.90092,3
11,1,1,74.9,1.4449,2
11,1,2,68.2,1.2683,3
11,1,1,74.2,0.95509,3
11,2,2,56.8,1.3918,1
11,1,2,59.5,1.1314,1
11,2,2,58.5,0.86317,2
11,2,2,57.5,1.2383,2
11,2,2,78.8,0.95262,3
11,1,2,82.4,0.83608,1
11,1,1,63,1.0059,1
11,1,2,68.2,1.0241,1
11,1,2,64.8,0.89778,1
11,1,2,58.7,0.78405,1
11,1,1,85.6,0.74748,2
11,2,2,54.7,1.2565,1
11,1,2,58.6,0.76066,1
11,2,2,50.1,0.82779,2
11,1,1,53.2,1.1341,2
11,2,2,72,1.0581,3
11,2,2,88.2,0.85868,1
11,2,2,81.4,0.83399,3
11,1,2,51.2,1.5883,2
11,2,2,50.1,0.91879,1
11,1,1,80.5,0.8198,3
11,2,2,74,0.7021,1
11,2,2,67.8,1.2054,3
11,2,2,61.9,1.6618,1
11,2,2,67.3,0.80634,1
11,2,2,67.8,0.75174,2
11,2,2,77.4,0.71608,2
11,1,1,68.5,1.1223,1
11,2,2,65.5,0.92046,3
11,1,1,66.4,1.078,3
11,2,2,68.4,0.90102,1
11,1,1,74,0.84282,3
11,1,1,64,0.86059,3
11,2,2,69.9,0.80331,1
11,2,2,53.7,0.90088,1
11,1,1,57.7,0.9812,1
11,1,2,59.2,0.88748,2
11,2,2,52.7,0.97456,1
11,2,2,54.6,0.88162,1
11,1,1,56.2,1.3369,1
11,2,2,59,0.75081,3
11,1,2,54.6,1.5247,3
11,1,1,62.7,0.74331,1
11,1,1,70.9,0.78863,1
11,2,2,66.4,0.84886,2
11,2,2,54.9,1.4657,2
11,2,1,73.6,0.88776,1
11,1,1,59.2,1.0878,3
11,2,2,57.8,1.1974,3
11,2,2,59.7,0.8477,1
11,2,2,67,0.82473,3
11,2,2,69.7,0.84912,1
11,2,2,55.1,1.0596,2
11,2,2,64.7,0.89088,1
11,2,1,68.7,1.0505,1
11,1,1,57.3,0.8251,1
11,2,2,61,0.93119,2
11,1,1,60.2,1.0471,1
11,2,2,57.2,0.81475,1
11,1,1,66.2,0.87274,2
11,2,2,67,0.82617,3
11,1,1,64.7,0.9863,2
11,1,1,57.2,1.4295,1
11,2,2,61.9,0.83618,2
11,1,1,66.4,1.1353,3
11,2,2,60.1,0.86708,3
11,2,2,63.2,0.80477,3
11,2,2,58.4,1.0609,2
11,2,2,58.4,0.81311,1
11,2,2,63.1,0.89563,3
11,2,2,89.8,0.74225,3
11,2,2,51.2,1.2921,1
11,2,2,69.7,0.73021,2
11,1,1,77.6,0.71097,1
11,1,1,100,0.74096,1
11,1,1,100,0.70756,3
11,2,2,64.1,1.1934,2
11,2,2,51,1.3469,2
11,1,2,60.1,1.4804,2
11,1,2,53.2,1.3425,3
11,2,1,91.9,0.77935,1
11,1,1,67.9,0.75054,3
11,2,2,92.2,0.85112,3
11,1,2,50.1,1.3153,1
11,1,1,58,1.3056,1
11,1,1,79.9,0.87171,2
11,2,1,100,0.71613,2
11,2,1,68.1,0.89205,1
11,1,1,84.2,0.74749,3
11,1,1,89.4,0.713,3
11,1,1,57,1.7507,2
11,1,1,74.7,0.83424,3
11,2,2,87.8,1.1801,3
11,2,2,90.2,1.4461,1
11,1,1,81.4,1.1424,1
11,1,2,50.1,1.636,2
11,2,2,50.1,2.3238,1
11,1,1,70.7,1.2886,2
11,1,1,84.1,0.93413,2
11,1,1,81.7,1.0209,3
11,2,2,81.8,1.0536,3
11,2,2,94.5,0.97284,1
11,1,1,100,0.95267,3
11,2,1,86.4,0.89337,2
11,2,1,69.6,0.81145,1
11,1,1,52.3,1.4944,1
11,1,1,71.6,0.8513,2
11,1,1,73.5,0.89097,1
11,1,2,55.1,1.0901,1
11,1,2,53.4,1.167,2
11,2,2,57.2,0.85192,3
11,1,2,50.1,1.485,1
11,2,2,54.7,0.87536,2
11,2,2,56.8,0.82506,3
11,1,1,100,0.77196,2
11,1,1,72.1,1.3288,3
11,1,1,79.9,0.75725,2
11,1,1,83,0.76187,2
11,1,1,100,0.78876,1
11,2,1,52.4,2.7591,2
11,2,2,68.3,1.2987,2
11,1,1,72.9,0.79941,3
11,2,1,77.4,1.1159,1
11,1,1,89.1,0.74463,2
11,2,1,56.5,1.3578,1
11,2,2,69.2,1.0022,1
11,1,1,77.7,0.9882,3
11,1,1,74.6,0.98975,3
11,2,2,78.2,0.78456,3
11,2,2,70.9,0.77225,3
11,2,2,100,0.7043,2
11,1,2,100,0.80614,1
11,2,2,52.9,1.2006,2
11,1,1,50.9,0.93863,1
11,2,2,71.5,0.79101,2
11,1,1,83.7,0.70674,3
11,2,2,75.5,0.80898,2
11,1,2,86.8,0.83527,1
11,1,1,58.8,1.2282,2
11,1,2,65.3,0.9334,2
11,2,2,54,0.90776,3
11,2,2,60.2,0.86522,1
11,1,1,74.4,0.80914,2
11,2,2,77.5,0.87445,3
11,1,1,77.9,0.99581,1
11,1,1,87.8,1.0938,3
11,1,2,75,0.86676,1
11,2,2,54.1,1.2832,2
11,1,1,81.8,1.1155,3
11,1,1,90.4,1.1126,2
11,1,1,71.7,0.98323,1
11,1,1,82.1,0.86672,3
11,2,2,62,0.91277,3
11,2,2,81.8,0.86527,2
11,1,1,92.7,0.84703,3
11,2,2,65.6,0.9937,3
11,1,2,66,0.80378,1
11,1,2,50.6,1.5867,3
11,2,2,66.5,0.76538,1
11,2,2,50.1,1.1374,1
11,2,2,61.9,0.97418,3
11,1,1,52.2,1.1463,2
11,1,1,91.5,0.8212,3
11,2,2,58.2,0.87067,2
11,1,1,81.1,0.983,2
11,2,2,64.7,0.90531,1
11,2,1,60,0.91199,1
11,1,1,72.1,0.79707,3
11,2,1,60.6,1.4167,1
11,1,2,58.5,0.89978,1
11,1,2,50.1,0.75185,2
11,1,1,62.2,0.76585,3
11,1,2,60.7,1.2974,1
11,2,2,52.6,1.0728,3
11,1,1,54.3,1.1676,3
11,2,2,54.1,0.97955,3
11,1,1,76.3,0.91054,2
11,2,2,63.9,0.73259,1
11,2,2,65.4,0.91397,1
11,2,2,90,0.76078,2
11,2,2,57.1,0.89172,3
11,2,2,74.8,1.0036,3
11,2,2,88.8,0.83669,3
11,1,1,100,0.80583,2
11,1,1,70.6,0.91962,3
11,2,2,58.7,0.7973,3
11,1,1,88,0.81523,3
11,2,2,93.4,0.92123,3
11,2,2,78.1,0.98366,2
11,2,2,71.4,0.7962,1
11,1,1,87.8,0.94768,2
11,2,2,88.6,0.83363,3
11,2,2,55.3,1.2751,1
11,1,1,79.2,0.80257,2
11,1,1,58.3,0.77442,1
11,1,1,77.2,0.78439,3
11,2,2,74,0.79728,2
11,2,2,81.3,0.82383,2
11,2,2,70.6,0.8172,2
11,1,1,64.7,0.80343,1
11,2,2,77.6,0.7729,3
11,1,1,76.4,0.87373,2
11,1,1,73.1,0.80898,3
11,2,2,90,0.75474,3
11,1,1,80.7,0.89541,3
11,2,2,82.3,0.84446,2
11,2,2,78.1,0.90273,2
11,2,2,65.4,0.81729,3
11,2,2,70.8,0.66717,3
11,2,2,72,0.80491,1
11,1,1,69.2,0.7174,2
11,2,2,75.3,1.0197,3
11,2,2,100,0.82112,3
11,2,2,80.6,0.82214,1
11,2,2,73.4,0.70338,3
11,1,1,80.8,0.88592,3
11,1,2,62.4,1.0048,1
11,1,1,76.7,0.92692,3
11,1,1,95.8,0.82868,2
11,1,1,92.7,0.72662,3
11,2,2,77.1,0.73239,3
11,1,2,51.2,0.9763,2
11,1,2,50.1,1.0778,1
11,2,1,54.8,0.77113,2
11,2,2,56.8,0.98332,1
11,2,2,62.9,1.0176,1
11,1,2,50.1,1.8841,2
11,2,2,72.2,0.81968,3
11,1,1,70.3,0.89219,3
11,1,1,83.7,0.82827,2
11,1,1,53.1,1.2457,3
11,1,1,56,1.3654,1
11,2,2,77.1,0.93644,3
11,1,1,52,1.2946,2
11,2,2,61.6,0.85122,2
11,2,2,76.6,0.86842,1
11,1,1,65.6,0.78227,1
11,2,2,73.8,0.76155,3
11,1,1,88,0.94107,2
11,1,1,81.4,1.2249,3
11,1,1,99.6,0.8101,1
11,2,1,54.9,1.26,2
11,1,1,54.6,1.0998,2
11,2,2,60.5,0.99463,1
11,1,1,52,0.86302,1
11,1,1,54,1.1648,3
11,2,1,54.9,1.0329,1
11,2,2,56.1,0.88177,1
11,2,2,57.7,0.80249,2
11,1,1,51.4,1.3175,1
11,2,2,62.8,0.78683,1
11,1,1,67.3,0.84653,3
11,1,1,61,0.82976,1
11,1,2,67.5,1.1114,2
11,2,2,56.6,0.78164,2
11,1,1,61.3,0.64904,2
11,2,2,60.5,0.89115,1
11,1,1,59.3,1.3002,2
11,2,1,82.8,0.85216,1
11,1,1,73.1,1.2433,2
11,1,1,74.4,0.76446,1
11,2,2,100,0.74602,3
11,1,1,100,0.67897,2
11,1,1,59.4,1.2532,1
11,2,1,93.6,0.89999,2
11,2,2,80.2,0.85964,3
11,1,1,84.8,1.0113,3
11,2,2,75.6,1.0629,1
11,2,2,97,0.94164,2
11,1,2,58.1,1.2597,2
11,1,1,53.9,0.87334,3
11,1,1,77.1,0.88094,1
11,2,2,67,0.85122,1
11,2,2,95.6,0.92816,2
11,2,2,80.2,1.2376,1
11,1,1,75.8,1.3186,2
11,2,2,92.1,0.91612,3
11,1,2,73,0.94571,1
11,1,2,68.9,1.5182,2
11,1,1,84.1,1.0125,2
11,1,2,64.9,0.92665,2
11,1,1,83.3,0.97205,2
11,2,2,50.3,1.335,1
11,1,1,95.1,1.373,3
11,2,2,50.1,2.2791,1
11,1,2,50.1,1.1336,3
11,2,2,77.8,0.9051,2
11,1,1,96,0.98187,3
11,1,2,50.9,1.7238,2
11,1,2,51,1.551,2
11,2,2,52.8,1.3149,1
11,2,2,56.9,1.4727,1
11,2,2,63.2,0.97608,2
11,1,2,69,1.2825,2
11,1,1,83.4,0.87453,3
11,1,2,52.5,1.018,2
11,1,1,60,0.77929,1
11,1,1,69,1.1913,1
11,1,1,80.6,0.90497,2
11,1,1,79.6,1.0003,3
11,2,2,80.9,0.91558,1
11,1,1,69,1.0818,1
11,1,1,68.4,0.87246,3
11,1,1,83.1,1.1589,2
11,1,1,91.6,0.97048,1
11,2,1,69.1,0.94957,1
11,1,1,72.6,0.93934,3
11,2,2,50.1,1.6874,1
11,1,1,56.1,1.2666,3
11,1,2,62.1,1.2998,1
11,1,1,84.5,1.1137,2
11,1,1,87.1,1.0635,2
11,2,2,58.1,0.81419,1
11,1,1,78.2,1.0743,1
11,2,2,69.7,0.98517,1
11,2,2,65.7,1.1004,1
11,1,2,71.6,1.2096,1
11,1,2,51,1.394,1
11,1,1,98.4,0.93303,3
11,2,2,93.9,1.3701,2
11,2,2,53.3,1.2393,2
11,1,1,71.7,1.0552,1
11,2,2,83.3,1.1825,3
11,1,1,100,1.0184,3
11,1,1,81.6,1.2913,1
11,1,2,58.2,1.2906,1
11,2,2,67,0.96736,2
11,2,2,78.3,1.1471,3
11,1,1,83.8,1.0321,3
11,2,2,87.8,1.2983,3
11,2,2,77.2,1.0953,3
11,1,1,83.6,1.055,2
11,1,1,93,0.93441,2
11,1,1,61.2,1.0356,3
11,1,1,84.3,0.97218,3
11,1,1,87.8,1.0158,3
11,1,2,67.4,0.88222,1
11,2,2,55.9,0.94623,1
11,1,1,85.5,0.97426,2
11,1,1,52,1.4585,1
11,2,2,52.8,1.0653,3
11,1,1,57,1.5379,3
11,2,2,54.2,1.3579,1
11,1,2,53.8,1.824,1
11,2,2,68.5,0.96101,2
11,2,1,74.8,0.9343,1
11,1,2,62.8,0.92324,2
11,1,1,68,0.95885,1
11,2,2,59.1,1.1243,3
11,1,2,54.5,1.2013,2
11,1,1,60.2,1.0199,2
11,2,2,59.7,1.2037,1
11,1,1,73.2,1.1986,3
11,1,2,64.2,1.2725,3
11,1,2,68,0.99124,2
11,2,2,67.3,1.2097,3
11,2,2,98.4,1.0754,3
11,2,2,70,0.89707,2
11,1,1,62.1,0.82306,1
11,2,2,72.4,0.8238,3
11,1,1,60.9,0.8983,1
11,1,2,64.5,1.0573,2
11,1,1,70.8,0.83387,2
11,2,2,64,1.2669,3
11,1,2,61.9,0.97874,1
11,2,1,56.3,1.5823,2
11,2,2,82.3,0.98309,1
11,2,1,52.2,1.4601,2
11,2,2,95.4,1.0753,2
11,2,2,60,1.2897,1
11,2,2,76.3,0.83289,1
11,2,2,98.6,0.99462,3
11,2,2,100,0.96447,3
11,1,1,54.9,1.1928,2
11,1,1,53.2,1.5792,2
11,2,2,75.9,0.9827,2
11,2,2,80.8,1.1064,2
11,2,2,91,0.84701,1
11,2,2,73.9,0.75279,1
11,1,1,75.9,1.0843,1
11,1,2,71.5,1.067,3
11,1,2,66.7,0.78077,1
11,2,2,56.1,0.90359,1
11,2,1,56.6,0.91761,2
11,1,2,73,0.74742,2
11,1,1,58.1,0.88017,1
11,1,2,51.7,2.1428,2
11,1,1,91.9,0.81896,3
11,1,1,55.4,1.1903,2
11,2,2,64.4,0.88748,3
11,2,2,58.1,0.87025,3
11,1,2,72.5,1.0694,1
11,1,1,73.2,1.0295,3
11,2,2,83.5,0.81531,1
11,2,2,75.1,1.1286,1
11,2,2,81.7,1.0586,2
11,2,2,81.6,0.86293,1
11,2,2,76.7,0.85428,2
11,1,1,76.9,0.86292,3
11,1,1,95.3,0.82201,3
11,2,2,100,0.76032,2
11,2,2,100,0.67611,3
11,2,2,93.5,0.77186,1
11,1,2,69.1,1.0479,2
11,1,1,98.5,0.9115,1
11,2,2,93,0.7183,1
11,1,2,77.1,0.72354,1
11,1,1,62.7,1.2645,1
11,2,2,96.5,0.7514,3
11,1,1,60.8,1.3085,1
11,1,1,62.5,0.86562,2
11,1,1,62.5,0.77863,2
11,1,1,77.5,0.91589,2
11,1,2,69.2,0.87493,3
11,1,1,57.2,1.1542,1
11,2,2,76.4,1.0076,3
11,2,2,52.7,1.7284,3
11,1,1,54.9,1.1895,2
11,2,2,64.1,1.1428,3
11,2,2,59.2,1.043,2
11,1,2,54.6,1.2524,3
11,2,1,51.9,1.5244,1
11,1,1,87.4,0.98544,1
11,2,2,75.1,1.1558,1
11,1,2,69,0.98492,1
11,2,2,59.7,1.2995,2
11,1,1,60.3,1.034,2
11,1,2,58,0.88443,2
11,2,2,64,0.7784,3
11,2,1,64.8,0.85364,1
11,1,2,65.8,0.71824,2
11,1,2,53.7,0.90219,1
11,2,2,56.4,0.86713,3
11,1,1,70.6,1.2345,2
11,1,1,79.6,0.90798,3
11,1,1,64.3,1.0246,1
11,1,2,72,0.86764,2
11,2,2,66.7,0.85935,3
11,2,2,64.1,0.86806,3
11,1,1,60.5,0.91671,1
11,1,1,65.4,0.78681,2
11,1,1,78.7,1.2776,3
11,2,2,84.7,0.82055,1
11,2,2,73.7,0.85344,3
11,1,1,64.4,0.92458,1
11,2,1,71.3,0.85197,1
11,2,1,59,0.96357,1
11,2,2,81.1,0.88784,2
11,1,1,95.9,0.90207,3
11,2,2,86.9,0.98197,1
11,1,1,70.9,0.84063,1
11,2,2,64.1,0.85838,1
11,1,1,77.5,0.86639,2
11,2,1,72.6,1.1613,3
11,2,2,57.5,1.165,2
11,1,1,96.9,0.96239,3
11,2,1,53.9,1.0621,1
11,2,2,63.7,0.8899,1
11,2,1,53.8,1.1925,2
11,1,1,72.9,0.84386,2
11,2,2,69.3,0.86832,2
11,2,2,61.2,0.93324,1
11,2,1,58.5,0.85733,1
11,2,2,78.1,0.79491,2
11,2,2,71.3,0.85218,1
11,2,2,52.8,3.0135,3
11,1,1,83.4,0.94234,2
11,2,2,57.1,2.0266,3
11,2,2,50.1,1.4352,2
11,1,1,61.4,0.93984,3
11,1,1,66.9,1.0625,3
11,1,1,64.4,1.0475,3
11,1,2,52.3,1.3286,3
11,2,2,51,1.1801,2
11,2,2,62.2,0.91176,3
11,1,1,67.3,0.91024,3
11,2,2,58.8,0.92571,3
11,2,2,50.2,1.2902,1
11,1,2,68.2,1.4243,1
11,2,1,55.3,0.8738,2
11,2,2,50.1,0.6576,2
11,1,1,57.9,1.24,1
11,1,1,81.9,0.92871,3
11,2,1,58.6,1.1493,2
11,2,2,55.1,1.6105,1
11,1,1,78.3,1.1074,2
11,2,2,53.1,1.0511,2
11,2,2,59.5,1.4821,1
11,2,1,54.2,0.91357,1
11,1,2,52.3,0.83173,2
11,2,2,62.7,1.3379,2
11,2,2,61.9,0.99647,1
11,2,2,60.8,1.1442,2
