Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast
2,2,2,50.4,2.2914,2
2,1,1,70.6,1.2144,2
2,1,1,99.2,1.8098,3
2,2,2,50.4,1.6751,2
2,2,2,59.6,1.4963,2
2,2,2,51.7,2.1898,1
2,2,2,51.9,2.0069,3
2,1,1,59.8,1.7843,2
2,2,2,55.9,1.1323,3
2,2,2,51.1,1.553,1
2,2,2,79.8,1.7162,3
2,1,1,80.6,1.5368,3
2,1,1,58.6,1.8789,3
2,1,1,51.2,2.1574,1
2,1,2,54.6,1.4639,2
2,1,1,52.8,1.0872,2
2,2,2,59.6,1.1154,3
2,1,2,52.5,2.0427,1
2,2,1,54.4,1.2815,3
2,1,1,54.7,1.8184,2
2,1,2,58.7,1.2903,2
2,2,2,70.6,3.1449,3
2,1,1,79.2,1.2029,2
2,1,1,65,1.6212,1
2,1,1,100,1.5499,3
2,2,2,100,1.2328,3
2,1,1,59.4,2.0737,1
2,2,1,52.9,1.3039,1
2,2,2,70.8,1.4376,1
2,2,2,85.2,1.1819,3
2,1,1,60.5,1.5053,1
2,2,2,64.7,1.9974,1
2,2,1,59.3,1.4568,2
2,1,1,56.9,1.3355,1
2,2,2,75.8,1.0915,3
2,2,2,89.3,1.4501,3
2,2,2,63.3,1.8672,2
2,1,1,54.1,1.2149,1
2,2,2,75.7,1.4327,3
2,1,1,91.3,1.2644,3
2,2,1,53.4,1.4413,1
2,2,2,75.4,1.0339,2
2,1,1,75.1,1.5315,3
2,1,1,98.1,1.3668,3
2,2,2,90.2,1.6023,2
2,1,1,100,1.3408,2
2,2,2,92.9,1.4102,3
2,2,2,97.8,1.2016,2
2,2,1,93.6,1.1327,2
2,1,1,71.3,1.434,3
2,1,1,79.9,1.0507,3
2,1,1,75.4,1.1721,2
2,2,2,76.6,1.4458,2
2,2,2,84.3,1.1497,3
2,1,1,78.5,1.1944,1
2,1,1,81,1.1099,3
2,1,1,79,1.4037,3
2,1,1,51.6,1.238,3
2,2,2,68.5,0.97485,2
2,1,1,85.4,1.103,1
2,1,2,85.1,1.1277,1
2,1,1,89.2,1.3727,3
2,1,1,81.5,1.2636,1
2,1,1,74.3,1.1264,1
2,1,1,76.7,1.0678,1
2,1,1,78.5,1.0919,1
2,2,1,75.5,0.91404,1
2,1,1,57.3,1.1856,1
2,1,1,65.1,0.77917,2
2,2,2,89.6,1.1349,1
2,2,1,69.9,1.2039,3
2,2,2,78.2,1.0045,2
2,2,2,76.5,0.79972,3
2,2,1,58.1,0.97015,1
2,1,1,56,1.0549,3
2,2,2,75.7,0.93348,2
2,2,2,93.7,1.0037,3
2,2,2,86.4,0.76496,3
2,2,2,52.7,1.8509,3
2,2,1,74.3,0.98432,3
2,1,1,50.9,1.0439,3
2,1,2,54.7,0.9022,2
2,2,1,54.1,0.89026,2
2,1,1,63.7,1.6187,1
2,1,1,70.3,0.81034,1
2,2,2,78.8,0.90989,3
2,2,2,87.1,0.98645,3
2,1,1,59.6,1.567,2
2,1,1,70.3,1.6756,3
2,2,2,80.3,1.4984,3
2,1,2,56.3,1.1448,1
2,1,1,61.1,1.2686,1
2,2,2,71.4,1.4995,2
2,2,2,69,1.3535,2
2,2,2,70.2,1.3563,3
2,2,2,74.1,1.1856,2
2,2,2,67.1,1.0578,1
2,1,1,78.9,1.627,3
2,1,2,71.4,1.5472,2
2,1,2,58.9,1.3988,2
2,1,1,66.3,1.5227,3
2,1,1,81,1.9433,2
2,2,1,69.1,1.2829,2
2,1,1,65.4,1.5201,1
2,1,1,50.2,1.5807,1
2,2,1,67.9,1.4728,2
2,1,1,59.9,1.0385,1
2,2,2,85.3,2.3029,1
2,1,2,51.5,2.0359,2
2,1,1,53.2,1.2917,2
2,2,2,76.8,1.4577,2
2,2,2,99.3,1.5862,3
2,2,2,76.5,1.5461,2
2,2,2,90.5,1.5182,1
2,1,1,92.1,1.501,3
2,2,2,90.7,1.6904,2
2,1,1,79.8,1.6177,3
2,2,2,79.9,1.5221,3
2,2,2,51.5,1.2139,1
2,2,2,70,1.608,3
2,2,2,91.1,1.7066,2
2,1,1,79.6,1.6863,2
2,2,2,79.5,1.8039,2
2,1,1,90.8,2.5511,2
2,1,1,94.4,1.6655,2
2,1,2,55.2,1.463,3
2,1,2,78.9,1.6389,1
2,2,2,89.7,1.5099,2
2,1,1,80,1.2044,3
2,2,2,60.7,1.7099,2
2,1,1,69.8,1.339,1
2,2,2,90.5,1.5211,1
2,2,2,85.6,2.3783,3
2,2,2,75.9,2.0625,3
2,1,1,76.8,1.4527,2
2,1,1,63.4,1.5961,1
2,2,2,89.9,1.4532,2
2,1,2,60.8,1.4606,1
2,1,1,56.8,1.2655,3
2,1,2,70.5,1.6751,2
2,1,1,69.3,1.6561,1
2,1,1,61.5,1.1116,3
2,2,2,78.9,1.1747,3
2,2,2,59.1,1.0883,3
2,1,1,81.5,1.4947,1
2,1,2,56.5,1.8147,3
2,1,2,77.9,1.3661,3
2,2,2,69.9,1.8586,1
2,1,2,89.9,1.3926,3
2,1,1,81,1.315,2
2,1,1,80.4,1.6967,2
2,2,2,79.5,1.6542,2
2,2,2,69.5,1.7266,1
2,1,1,80.4,1.1941,2
2,2,2,100,1.4364,3
2,1,1,54.8,1.9181,1
2,1,1,60.2,1.5461,3
2,2,2,51.1,2.8549,1
2,2,2,80.9,1.4829,3
2,1,2,64.4,1.8189,1
2,1,1,54.8,1.3247,2
2,2,2,66.2,1.1989,2
2,1,2,63.7,1.0667,1
2,2,1,64.3,1.4013,1
2,1,1,64,1.3412,3
2,2,1,52.6,1.2163,2
2,2,2,60.5,1.3629,2
2,2,2,69.1,1.4125,2
2,2,2,70,1.4145,2
2,1,2,59,1.0897,1
2,2,2,91,1.5117,3
2,1,1,89.6,1.9085,1
2,2,2,96.7,1.4261,3
2,2,2,100,1.114,3
2,2,2,100,1.3128,2
2,2,2,61.1,1.8547,2
2,1,2,70.3,1.2613,1
2,2,2,70.7,1.1878,3
2,1,1,69.9,1.1354,2
2,2,2,69.7,1.2264,1
2,2,2,75.6,1.749,3
2,2,1,59.4,1.1768,1
2,1,2,59.7,1.3775,3
2,2,2,80.2,1.4389,3
2,2,2,88.3,1.791,2
2,1,2,56,1.0645,1
2,1,1,60.4,1.1928,3
2,1,1,69.9,1.8067,1
2,2,2,69.8,1.3696,1
2,2,2,60.4,1.3559,2
2,2,1,59.8,1.5997,2
2,1,1,60,1.3045,2
2,1,2,65.4,1.7744,1
2,1,1,60.1,1.2248,2
2,2,2,80.9,1.403,3
2,1,1,79.4,1.4046,2
2,1,1,65,1.702,2
2,1,1,65.8,1.7555,1
2,2,2,90.3,1.7659,2
2,1,1,100,1.2649,3
2,2,1,90.1,1.6153,1
2,1,1,100,2.4657,3
2,2,2,63.8,1.7449,3
2,1,1,79.7,1.8121,3
2,1,1,70.8,1.212,1
2,1,1,64.1,1.2783,2
2,1,1,80.1,1.7811,3
2,1,1,64.7,1.5437,3
2,1,1,85.5,1.6359,1
2,1,2,60.5,1.5093,2
2,1,1,69.7,1.6735,2
2,1,2,53.6,1.3756,1
2,1,1,80.1,1.6428,3
2,2,2,90.2,1.8263,3
2,2,2,80.2,2.0019,3
2,1,1,80.3,1.8288,3
2,1,1,60,1.6767,1
2,2,2,76.7,1.6363,3
2,1,1,89.7,1.4995,1
2,1,1,90.5,1.7603,2
2,1,1,100,1.613,3
2,2,2,85.4,2.5009,2
2,1,1,75.9,1.5545,2
2,1,1,53.7,2.1335,1
2,1,2,55.4,1.9066,1
2,1,1,72.6,1.352,2
2,1,1,92.2,1.4438,3
2,2,2,100,1.179,2
2,2,2,100,1.2224,2
2,2,2,89.7,2.3192,2
2,1,1,100,1.2589,3
2,1,1,91,1.6656,1
2,2,2,94.6,2.2741,2
2,1,1,90.4,1.7275,2
2,2,1,80.3,1.9645,1
2,2,2,60.1,1.7517,1
2,1,1,70.6,1.1296,2
2,1,1,79.5,1.7476,3
2,2,2,70,1.8806,3
2,1,2,56,1.5837,1
2,2,2,81,2.225,1
2,1,1,83.5,1.5941,3
2,1,2,60.7,1.139,1
2,1,2,52.1,1.5113,2
2,1,1,68.9,1.5098,3
2,1,1,90.5,1.355,2
2,2,2,100,1.0952,3
2,1,1,100,0.89317,3
2,2,2,100,1.0903,3
2,1,1,95.4,1.7545,2
2,1,1,80.1,2.3002,3
2,1,2,54.7,2.2658,2
2,2,2,91.7,1.6483,3
2,2,2,54.4,1.7456,2
2,1,1,90.7,1.5487,3
2,1,1,57.3,1.3205,2
2,1,1,71.6,1.3088,2
2,1,1,80.4,1.2182,3
2,1,1,70.1,1.1792,2
2,1,1,85.7,2.4309,3
2,1,1,74.7,1.7173,2
2,2,2,84.3,1.4668,3
2,2,2,100,1.6829,3
2,1,1,51.3,1.8492,1
2,2,2,70,1.6893,3
2,2,1,60.4,1.2163,1
2,2,2,80.4,1.5858,1
2,2,2,65.1,1.9781,1
2,1,1,69.1,1.631,3
2,1,1,70.3,1.5105,2
2,1,1,79.9,1.2829,3
2,1,2,61.1,1.7387,1
2,1,2,60,1.3092,2
2,2,2,69.4,1.4115,1
2,1,1,69.5,1.2288,1
2,1,2,69.7,1.5421,1
2,2,1,70.3,1.2512,1
2,2,2,55.3,1.3229,1
2,2,2,75.7,1.655,1
2,1,2,91.1,1.7193,2
2,2,2,95,1.3543,3
2,1,1,70.3,1.7499,3
2,2,1,68.7,1.2182,2
2,2,2,67,0.96434,1
2,2,2,92.7,0.96035,3
2,2,1,56.1,1.1405,1
2,1,1,56.7,2.0568,3
2,1,2,64.8,1.2443,3
2,1,2,56.2,1.2937,2
2,2,2,65.5,0.96421,3
2,1,2,81.5,1.3115,1
2,2,2,68.9,1.0215,3
2,2,1,56.5,1.2155,1
2,2,2,90.3,1.2405,3
2,2,2,81.4,1.2251,3
2,1,2,55.2,1.1459,2
2,1,2,65.3,1.3759,1
2,1,1,59.9,1.2335,2
2,2,2,79.8,1.2738,1
2,1,1,65.8,1.6089,1
2,2,2,76.3,1.1458,1
2,1,1,75.5,1.448,2
2,2,2,79.8,1.2876,1
2,1,1,84.8,1.1662,3
2,2,2,85.3,1.0878,3
2,1,1,80,1.3904,1
2,1,2,75.3,1.8019,3
2,2,2,79.5,1.3075,2
2,1,2,54.8,1.3855,2
2,1,2,85.4,1.4811,1
2,1,2,52.8,1.4907,3
2,1,1,69.4,1.2721,2
2,1,2,54.1,1.6467,2
2,1,1,79.9,1.4148,2
2,1,1,90.3,1.5437,3
2,1,2,69,1.4195,3
2,2,2,60.6,1.1884,1
2,2,2,71,1.6712,1
2,2,2,85.7,1.2619,3
2,1,1,85.8,1.4303,2
2,2,2,80.4,1.5586,3
2,1,2,63.2,1.577,2
2,2,2,80.6,1.2361,2
2,1,1,70.2,1.2676,2
2,2,2,70.3,1.3722,1
2,2,2,65.7,1.2853,1
2,1,1,65.5,1.5003,1
2,2,2,71,1.5623,3
2,2,2,91.5,1.4935,3
2,2,2,90.7,1.34,2
2,2,2,100,1.1775,3
2,2,2,95.1,1.7729,1
2,1,1,100,1.3898,3
2,1,1,94,1.6245,3
2,1,1,97.6,1.3522,3
2,2,2,95.4,1.4767,1
2,1,2,74.5,3.1065,2
2,1,2,54.9,1.334,1
2,2,2,61.3,1.515,1
2,1,2,70.6,1.1367,1
2,2,2,72.9,0.95048,2
2,1,1,61,1.2812,3
2,2,1,69.8,1.2403,1
2,2,2,74.6,1.489,2
2,1,2,100,1.0955,1
2,2,2,84.8,1.1584,1
2,2,2,92.7,1.1375,3
2,1,2,87.9,1.2552,1
2,1,2,65,1.5184,1
2,1,2,53.2,1.2098,1
2,2,2,92.6,2.3007,3
2,2,2,92.3,1.6092,3
2,2,2,90.8,1.2427,3
2,1,1,84.1,1.2591,3
2,2,1,53.9,1.5543,1
2,1,2,75.1,1.5656,2
2,1,1,60.2,1.7287,2
2,1,2,73.1,1.2712,3
2,1,1,67,1.1498,3
2,1,1,57.8,1.3063,1
2,1,2,54.5,1.2075,1
2,2,2,62.5,0.9924,2
2,2,1,62.5,1.2359,2
2,1,2,64.3,1.4205,2
2,1,2,51,1.0695,1
2,2,2,63.1,0.83698,1
2,1,1,52.5,1.0434,3
2,1,2,69.1,0.94002,2
2,1,1,55.6,1.0507,1
2,1,2,65.7,0.83357,1
2,1,2,90.4,2.0041,1
2,1,1,52.5,1.3003,3
2,2,2,65.8,1.0034,1
2,2,2,89.8,1.3257,3
2,1,1,64.7,1.4653,2
2,1,1,69.2,1.7041,1
2,1,2,63.8,1.4946,1
2,1,1,71.3,1.1974,2
2,2,2,90.9,1.4626,3
2,2,2,100,1.5111,3
2,2,2,61.1,1.2358,1
2,1,1,70.1,1.0109,2
2,2,2,74.5,1.4288,2
2,1,2,56,1.3739,1
2,1,1,100,2.3224,3
2,2,2,100,1.0934,2
2,1,1,90.5,4.1717,2
2,1,1,54,1.4729,1
2,2,2,68.4,0.96776,1
2,1,1,74.7,1.0278,3
2,2,1,64.8,1.0607,1
2,2,2,78.8,1.0358,3
2,1,2,67.1,1.0528,1
2,1,2,69.3,1.0283,1
2,2,1,63.3,0.96476,1
2,1,1,62.2,1.1531,2
2,1,1,62.7,0.89486,1
2,1,1,90.9,1.4609,3
2,1,1,90.4,1.3807,2
2,2,2,91.4,1.2952,3
2,1,1,80.4,1.4382,2
2,1,1,55.4,1.1328,3
2,1,1,74.5,1.2897,2
2,2,2,81.6,1.3199,1
2,2,2,89.6,1.5012,2
2,1,1,80.9,1.3632,2
2,1,1,79.8,1.4234,3
2,1,1,88.6,1.2889,2
2,1,2,70.6,1.6235,2
2,1,1,70.5,1.1112,3
2,1,1,90.1,1.1017,3
2,2,1,79.9,1.4348,1
2,1,2,82.5,1.2815,2
2,2,2,68.8,1.0746,3
2,1,1,66.6,1.0184,1
2,2,1,54.8,1.3291,3
2,1,2,68.2,1.1044,1
2,1,2,79.8,1.2049,2
2,2,2,70.8,1.0877,2
2,1,2,78.7,1.1184,1
2,2,1,63.7,1.0508,2
2,1,1,71.6,1.3134,1
2,2,1,74.2,1.1194,2
2,1,1,61,1.5178,1
2,2,1,59.2,1.1214,1
2,2,2,71.5,1.3675,2
2,1,1,67.9,1.372,2
2,1,1,80.4,1.342,1
2,2,2,80.2,1.6035,3
2,1,1,91.9,1.4282,3
2,1,1,100,1.124,3
2,1,2,80.7,1.6898,1
2,2,2,92.4,1.5666,2
2,2,2,90.1,0.82637,3
2,2,2,100,0.99638,3
2,1,1,100,0.93624,3
2,1,2,52.2,1.6532,1
2,2,2,80.1,1.2643,2
2,2,2,89.1,0.9352,3
2,2,2,100,0.87694,2
2,1,1,92.8,1.2595,3
2,2,2,100,0.9807,3
2,1,1,87,0.81452,3
2,1,2,52,1.6333,2
2,2,2,60.2,1.4183,1
2,2,2,86.1,1.5553,3
2,1,2,57,1.9812,3
2,2,2,77.5,1.5436,1
2,1,1,52.2,1.1882,3
2,1,2,54,1.0159,3
2,2,2,68.6,1.385,2
2,2,2,88.9,1.5721,3
2,2,2,87.8,1.0127,3
2,2,2,61.3,1.2002,3
2,2,2,81,1.2189,1
2,1,2,53.6,1.098,1
2,1,1,69.7,1.4498,2
2,2,2,89.7,1.6981,2
2,1,1,60.6,1.1352,2
2,1,1,71,1.188,3
2,2,2,100,1.0799,3
2,1,1,78.9,1.5899,3
2,2,2,71,1.9591,1
2,1,1,81.3,1.7062,1
2,1,1,69.6,1.3434,2
2,1,1,95.3,1.3878,3
2,2,2,100,1.174,3
2,2,2,89.8,1.5607,3
2,2,2,100,1.0061,3
2,2,2,94.4,1.2159,2
2,2,2,93.7,0.88903,3
2,1,1,50.3,1.2167,1
2,2,2,71.1,1.1617,2
2,2,2,72.6,1.1887,1
2,2,2,96.5,1.0086,2
2,1,1,84.2,1.243,3
2,2,2,93.7,2.0986,3
2,2,2,100,1.1683,1
2,1,1,69,1.7534,2
2,2,2,73.9,1.685,2
2,1,1,91.8,1.1547,3
2,2,1,50.6,1.4875,2
2,2,2,60.5,1.7342,2
2,1,1,79.5,1.5144,3
2,1,1,80.6,1.7127,1
2,1,1,91,1.5572,3
2,2,1,100,1.3841,1
2,1,1,51.4,1.5688,1
2,2,2,52,1.2198,2
2,2,2,54.7,1.2594,2
2,1,2,65.7,2.0115,1
2,1,1,78.8,1.2688,3
2,2,2,80.1,1.3803,3
2,2,2,89.7,1.3013,2
2,1,1,90.7,1.0843,3
2,2,2,100,1.1384,3
2,2,1,52.2,1.6878,2
2,1,2,90.6,1.7481,1
2,2,2,52,1.2243,3
2,1,2,52.5,1.3052,3
2,1,1,53.9,1.1758,3
2,1,1,69,1.2981,2
2,1,2,61.5,1.544,1
2,1,1,79.7,1.4368,2
2,2,2,53.3,1.3412,1
2,1,1,69.7,1.377,1
2,1,2,57.2,1.2679,1
2,2,2,79.4,1.4524,2
2,1,1,59.8,1.8587,3
2,1,1,80.3,1.8658,3
2,2,2,91.2,1.9767,1
2,1,2,50.6,1.8099,2
2,2,2,57.9,1.2445,3
2,1,1,70.2,1.1888,1
2,1,2,70.9,1.4295,1
2,2,2,79.6,1.3848,3
2,1,1,73.4,1.249,1
2,2,1,70.1,1.7684,2
2,1,1,69.8,1.3652,2
2,1,1,70.7,1.1834,1
2,2,1,67.5,1.5382,3
2,1,1,79.1,1.4537,3
2,1,1,71.7,1.2062,2
2,2,1,72.5,1.0713,2
2,1,1,81.3,1.8708,2
2,1,1,52.6,2.966,2
2,2,1,59.9,1.7115,2
2,2,1,71.6,1.5556,1
2,1,2,51.6,1.129,1
2,1,1,59.4,0.97224,2
2,2,2,70.4,1.2739,3
2,1,2,59.7,1.4556,2
2,1,2,53.1,1.335,2
2,2,2,80.4,1.3483,3
2,2,2,69.2,1.6158,1
2,2,2,57.6,1.1781,1
2,2,2,90,1.5081,3
2,2,1,50.7,1.8222,3
2,1,2,61.5,1.4798,2
2,2,1,55.9,1.1426,1
2,1,2,60,1.2816,3
2,1,1,81,1.3703,3
2,1,1,81.1,1.6924,1
2,2,2,75.4,1.6026,1
2,1,2,72.1,1.3229,3
2,2,1,78.9,1.297,1
2,2,2,90.6,1.1815,3
2,2,2,79.8,1.4007,2
2,1,1,71.4,1.4518,2
2,2,2,89.8,1.3698,1
2,2,2,89.8,1.3568,1
2,1,1,100,1.0962,2
2,1,2,52.3,1.8948,2
2,2,1,59.9,1.5732,3
2,1,1,61.8,1.1992,1
2,1,2,51.7,1.905,1
2,1,1,70.6,1.6698,2
2,2,2,90.3,1.3326,2
2,2,2,100,1.0811,3
2,1,1,100,0.93665,3
2,2,1,54,1.5669,2
2,2,2,78.4,1.5855,1
2,2,1,68.7,2.0996,1
2,1,2,70.3,1.257,1
2,1,2,79.3,1.6632,3
2,2,1,69.5,1.583,1
2,1,2,69.8,1.81,1
2,2,2,69.5,1.6996,1
2,1,1,71.4,0.99979,3
2,2,2,78.4,1.259,1
2,2,2,80.8,1.5224,3
2,1,1,82.5,1.1597,1
2,1,1,76.9,1.4266,2
2,2,2,96.8,1.5332,2
2,2,2,81.6,1.538,1
2,1,1,80.9,1.0296,1
2,2,2,60.4,2.0235,2
2,2,1,69.6,1.2229,1
2,1,1,67.6,1.2809,3
2,1,1,69.4,1.3438,3
2,2,2,80.1,1.4907,3
2,2,2,80.4,1.4102,1
2,2,1,70.7,1.1628,1
2,2,2,54,1.3675,3
2,2,2,71.6,0.99356,1
2,1,1,62.1,0.85169,2
2,1,1,51.9,1.0754,2
2,1,2,52.7,1.0516,1
2,2,2,58.6,0.97203,3
2,2,2,52.7,1.9832,1
2,2,2,59.2,0.93746,1
2,1,1,71.5,1.4069,2
2,1,1,99.8,1.1523,3
2,2,1,92.7,1.0998,2
2,1,1,80.1,1.3217,3
2,1,1,92.6,1.1817,1
2,2,2,63.5,1.1061,3
2,1,1,73.1,1.1123,3
2,2,2,66,1.2052,2
2,1,2,53.1,1.3981,1
2,1,1,87.7,1.1364,3
2,2,2,61.3,1.8469,3
2,2,2,70.6,1.4711,3
2,1,1,72.9,1.2834,3
2,2,2,82.1,1.5394,1
2,1,1,61.1,1.7907,3
2,2,2,70.1,1.5379,1
2,1,1,64.5,1.8371,3
2,1,2,65.6,1.6603,2
2,2,2,71.6,1.2044,2
2,2,2,71.3,1.4215,2
2,2,2,70.4,1.4073,2
2,2,2,71.7,1.0808,1
2,2,2,97.7,1.1205,3
2,1,2,60.2,1.4193,1
2,1,1,69.3,1.1649,3
2,1,1,81,1.5612,2
2,2,2,79.3,1.4521,2
2,1,1,78.7,1.6279,2
2,1,1,90.8,1.372,2
2,2,2,92.3,1.6873,3
2,1,1,53.9,1.1407,2
2,2,2,76.1,1.4977,2
2,1,1,80.9,1.4793,1
2,1,1,79.7,1.631,2
2,1,1,71.1,1.1841,1
2,1,1,79.1,1.282,1
2,1,1,79.8,1.3523,2
2,1,1,91.8,1.4842,3
2,2,2,88.7,1.5861,3
2,1,1,100,1.5663,3
2,2,2,88.6,1.5522,2
2,1,1,80.2,1.6535,1
2,1,1,92.1,1.515,2
2,1,2,84.6,1.4572,1
2,2,2,77.7,1.1126,2
2,1,2,77.7,1.141,2
2,2,2,79.6,1.1205,1
2,1,2,80.4,1.3331,2
2,1,1,91.1,1.2818,1
2,2,2,59,1.6804,1
2,1,1,66,1.5984,1
2,2,2,70.4,1.2662,1
2,1,1,66.7,1.1618,3
2,2,2,100,1.4288,2
2,1,1,100,1.0294,3
2,2,2,100,0.79951,3
2,1,1,100,1.0004,2
2,2,2,98.6,1.484,2
2,2,1,88.7,1.7564,1
2,1,1,68.7,1.4779,3
2,1,1,59.3,1.5252,1
2,1,1,55.4,1.2571,1
2,1,1,54,1.5697,3
2,2,2,70.8,1.4198,1
2,1,1,89.6,1.2938,3
2,1,1,90.9,1.4994,2
2,2,2,55.7,1.5281,2
2,1,1,68.8,1.1176,1
2,1,2,69.2,1.5471,1
2,1,1,70.6,1.4384,1
2,2,2,79.7,1.415,1
2,2,2,80.9,1.2884,2
2,2,2,59.5,1.3824,1
2,2,1,52.7,1.2493,1
2,2,2,71.1,1.3221,3
2,1,1,61.1,1.2801,2
2,1,2,58.1,1.6235,2
2,1,2,56.1,1.1755,3
2,1,2,51.6,1.0907,3
2,2,2,63,1.112,1
2,1,1,60,1.407,2
2,1,2,70.6,1.3671,2
2,2,2,56.3,1.4828,1
2,2,2,78.9,1.3445,1
2,2,2,79.8,1.3739,3
2,1,2,81.3,1.1759,2
2,2,2,88.9,1.4906,2
2,1,1,100,1.2978,3
2,1,2,60.4,1.6245,2
2,1,2,68.8,1.5607,1
2,2,2,80.1,1.6035,1
2,1,1,81,1.7338,3
2,2,2,80.2,1.6814,1
2,2,2,67.5,1.3915,1
2,1,2,79.9,1.394,2
2,2,1,69.6,1.5891,1
2,2,2,50.8,1.3233,3
2,2,2,60.7,1.2171,2
2,2,2,93.7,1.579,2
2,1,2,90.7,1.5642,1
2,1,1,57,1.3136,1
2,1,2,72.1,1.4456,3
2,1,1,54.3,1.3174,2
2,1,1,75.8,1.3629,3
2,1,2,60.8,1.7288,3
2,2,1,58.7,1.1084,3
2,2,2,74.3,1.3294,2
2,1,1,55.5,1.5996,2
2,2,2,78.5,1.3933,2
2,1,1,59.9,1.1148,2
2,2,2,80.5,1.1778,2
2,1,1,55.8,1.5727,2
2,2,2,80.9,1.2377,1
2,2,2,80.4,1.495,1
2,1,1,55.9,1.31,1
2,2,2,70.1,1.2679,2
2,1,1,79.4,1.4499,1
2,2,2,59.7,1.6266,3
2,1,1,71.6,1.2573,1
2,1,1,51.1,1.2995,1
2,1,1,62.7,1.3437,3
2,1,1,100,1.2919,3
2,2,2,52.7,1.8352,2
2,2,2,80.9,1.9714,3
2,2,2,94.3,1.4606,2
2,1,1,92.5,1.3553,2
2,1,1,85.9,1.5529,1
2,2,2,85.1,1.6362,1
2,2,2,60.3,1.6111,1
2,2,2,85.5,1.6204,1
2,1,1,86.1,1.2771,3
2,1,1,56,2.3386,1
2,2,1,59.3,1.8622,1
2,2,2,73.9,1.6633,2
2,2,2,61.7,1.8054,3
2,2,1,52.4,1.7747,1
2,1,2,76.6,1.3296,1
2,1,1,69.8,1.4857,3
2,2,2,63.9,1.4827,3
2,1,1,79.5,1.4031,3
2,1,1,66.1,1.4279,2
2,2,2,81.3,1.9083,1
2,1,1,79.6,1.5548,1
2,1,2,70,1.3177,1
2,1,2,59.5,1.4674,1
2,1,1,55.3,1.2182,2
2,1,1,69.8,1.2097,3
2,1,1,79.1,1.236,2
2,2,2,89.5,1.2909,2
2,2,1,56.1,0.96064,3
2,1,1,69.3,1.319,3
2,2,1,55.8,1.0824,3
2,1,2,64.2,1.0895,1
2,1,1,93.7,1.5831,3
2,2,2,81,2.0497,3
2,1,1,79.8,1.3859,3
2,1,1,79.2,1.4846,3
2,1,1,79.8,1.4349,3
2,2,1,54,1.1143,3
2,1,1,90.3,1.3773,3
2,2,1,61,1.3705,2
2,1,1,58.9,1.0307,1
2,1,1,60.2,1.3827,2
2,1,1,81.2,1.2985,3
2,1,1,69.9,1.2024,1
2,2,2,69.7,1.507,1
2,1,1,79.9,1.265,3
2,1,2,56.4,1.2075,1
2,1,1,56.2,1.0006,1
2,1,1,70.6,1.1965,3
2,2,2,62.3,1.2791,3
2,1,1,60.9,1.4694,1
2,1,1,84.2,1.4358,3
2,1,1,79.8,1.4932,2
2,2,1,52.4,1.4107,1
2,2,1,70.5,1.4031,1
2,1,1,69.9,1.5027,3
2,2,2,51.1,1.3481,3
2,1,1,70.1,2.7263,2
2,1,1,79.4,1.4679,3
2,2,2,52.1,1.923,2
2,1,1,83.7,1.8773,2
2,2,2,89.8,1.3884,3
2,1,2,51.7,1.4704,1
2,2,2,50.8,1.4706,1
2,2,2,86,1.5413,3
2,2,2,83.9,1.3757,1
2,2,2,90.5,1.4756,3
2,2,2,80.2,1.9455,1
2,2,2,68.4,1.8447,3
2,1,1,58.1,1.1494,3
2,2,2,70.5,1.9862,1
2,2,2,69.1,1.4519,1
2,1,1,70,1.6105,1
2,2,2,79,1.3561,2
2,1,1,54.8,1.3029,3
2,2,2,89.7,1.5944,2
2,2,2,52.7,1.1736,2
2,2,2,71.7,1.175,2
2,1,1,89.3,1.5629,3
2,2,2,90.6,1.8214,2
2,1,1,91,1.9813,1
2,1,2,51.4,2.0729,1
2,1,2,67,1.4064,1
2,1,1,81.2,1.4001,2
2,2,2,64.5,1.7623,2
2,2,1,56.6,1.2538,3
2,2,2,78.9,1.5821,3
2,1,1,88.1,1.0649,1
2,2,2,51.7,1.5518,1
2,2,2,65.7,1.2831,3
2,2,2,61.2,1.2984,1
2,1,1,74.6,1.2087,3
2,1,2,52.5,1.6181,1
2,1,1,64.4,1.4106,3
2,2,2,79.8,1.6351,1
2,2,2,78.8,1.523,3
2,1,1,75,1.258,2
2,1,2,57.4,1.3599,2
2,2,1,63.4,1.1144,1
2,1,2,57.2,1.2099,1
2,1,1,69.6,1.3556,3
2,2,2,80.1,1.3588,2
2,1,1,80.5,1.1952,3
2,1,2,78.3,1.7904,1
2,1,2,59.7,1.862,1
2,2,2,61.7,1.23,2
2,1,1,61,1.0785,1
2,1,1,66,1.2146,3
2,1,1,72.1,1.2889,2
2,2,2,73.1,1.0389,2
2,1,1,71.3,1.095,2
2,2,2,76.5,1.2855,1
2,2,1,62.2,1.0332,1
2,1,1,52.8,1.6679,3
2,2,2,67.2,1.3944,2
2,2,2,69.5,1.2447,2
2,2,2,80.3,1.3253,3
2,2,2,79.9,1.4656,3
2,1,1,69.4,1.0815,3
2,2,2,79.6,1.2563,2
2,2,1,69.7,1.393,2
2,1,2,77,1.2818,2
2,1,1,70.2,1.4168,3
2,1,1,66.2,1.7782,3
2,2,2,73.6,1.3799,3
2,2,2,59.3,1.3819,2
2,1,1,59.6,1.0818,2
2,1,1,74.9,1.0865,3
